p,t1,t2,t3,t4,t5,t6,t7,t8
DIP-48143N,0.019718989,0.004381813,0.002211087,0.00829491,0.0199657,0.007954931,0.005435886,0.005467467
DIP-48144N,0.054374329,0.019026245,0.003625693,0.00824606,0.050936115,0.023860846,0.014162363,0.006106106
DIP-48145N,0.023337267,0.005392065,0.002771574,0.007988244,0.116950121,0.007092983,0.005127126,0.006101404
DIP-48146N,0.001896779,0.002697437,0.001244871,0.003651497,0.008214235,0.003861004,0.002243585,0.001900869
DIP-48147N,0.042079696,0.019099275,0.004283754,0.008034379,0.066324854,0.016298068,0.010821558,0.004107419
DIP-48148N,0.283674868,0.073854151,0.030234982,0.044127345,0.287558954,0.146719463,0.086895113,0.052414508
DIP-48149N,0.046170604,0.010580955,0.009323599,0.015008996,0.079894955,0.016990259,0.016435862,0.011568871
DIP-48150N,0.011180354,0.004356534,0.002620901,0.006606889,0.015660283,0.005430935,0.006327978,0.002363624
DIP-48151N,0.008247545,0.00245213,0.001221725,0.007018039,0.010025725,0.002614797,0.003493582,0.004335975
DIP-48152N,0.005615217,0.002004586,0.001100551,0.003587721,0.005209375,0.002198956,0.001954056,0.002069229
DIP-48153N,0.007095706,0.003138427,0.001057437,0.00242619,0.008382164,0.003312252,0.003090805,0.002413473
DIP-48154N,0.015102241,0.003273252,0.00192744,0.007980102,0.012830499,0.005350662,0.002975421,0.0045128
DIP-48155N,0.073949338,0.03400493,0.019240815,0.032955745,0.053673003,0.057518956,0.055385565,0.024772432
DIP-48156N,0.050258381,0.015664046,0.006382744,0.011616673,0.05124339,0.023452901,0.016083299,0.008660663
DIP-48157N,0.046574373,0.006779639,0.003637039,0.007707359,0.075886094,0.0162099,0.010476473,0.00826751
DIP-48158N,0.010948734,0.003046671,0.001283901,0.004465655,0.017571816,0.004392649,0.00264743,0.002943008
DIP-48159N,0.003693398,0.001671269,0.000907217,0.00313315,0.006081178,0.000911955,0.000876067,0.001742855
DIP-48160N,0.038799458,0.012228817,0.004180734,0.014331889,0.048427898,0.016067777,0.010076902,0.010798553
DIP-48161N,0.001198789,0.000374514,0.000154304,0.000744954,0.004351865,0.00010396,0.000708332,0.001787061
DIP-48162N,0.036649149,0.016752945,0.009406651,0.018587219,0.044629841,0.022805452,0.035638813,0.013916505
DIP-48163N,0.007383666,0.002692755,0.002059052,0.007957034,0.006402744,0.003217503,0.005742509,0.004975555
DIP-48164N,0.007824996,0.003265762,0.001235341,0.005076273,0.009111048,0.00220422,0.002707259,0.002925137
DIP-48165N,0.010544964,0.001694676,0.001128235,0.004513147,0.011683579,0.002293705,0.00290384,0.002709749
DIP-48166N,0.003965708,0.001338887,0.000847765,0.005051848,0.003455052,0.001198832,0.001096152,0.001495488
DIP-48167N,0.019884879,0.003144045,0.004516572,0.009476795,0.034064599,0.010780281,0.011669847,0.005199408
DIP-48168N,0.005987687,0.00171621,0.001169534,0.007463112,0.0051665,0.001831806,0.002412388,0.00249154
DIP-48169N,0.006172356,0.000693787,0.000141143,0.001043479,0.005520223,0.000346095,0.00040705,0.000442063
DIP-48170N,0.509723339,0.14131254,0.130000304,0.031125247,0.542010862,0.333133309,0.35100566,0.026967696
DIP-48171N,0.008476035,0.002119749,0.001110082,0.005199754,0.006831499,0.002410824,0.002670934,0.002404068
DIP-48172N,0.008476035,0.002119749,0.001110082,0.005199754,0.006831499,0.002410824,0.002670934,0.002404068
DIP-48173N,0.006363286,0.001554233,0.001248502,0.006422347,0.00382664,0.002333183,0.002126064,0.003386951
DIP-48174N,0.006363286,0.001554233,0.001248502,0.006422347,0.00382664,0.002333183,0.002126064,0.003386951
DIP-48175N,0.025083806,0.004162723,0.005023053,0.014523216,0.014091754,0.010506563,0.013128177,0.009826956
DIP-48176N,0.072212189,0.020641336,0.007809603,0.018205922,0.085676004,0.025963738,0.020765981,0.014794046
DIP-48177N,0.005205187,0.001906276,0.001223541,0.006264943,0.005309418,0.001522557,0.002010679,0.002073932
DIP-48178N,0.003405438,0.001679695,0.000811004,0.005879575,0.002490353,0.001039602,0.001288459,0.001561327
DIP-48179N,0.010479234,0.004338744,0.002469773,0.00797196,0.01336287,0.002897727,0.003367514,0.006976123
DIP-48180N,0.010544964,0.001694676,0.001128235,0.004513147,0.011683579,0.002293705,0.00290384,0.002709749
DIP-48181N,0.008335185,0.002644068,0.001347438,0.0059922,0.012969844,0.003653083,0.003027771,0.003202602
DIP-48182N,0.002378799,0.001855717,0.000620393,0.004602705,0.003433614,0.002091048,0.002816233,0.00314899
DIP-48183N,0.040007637,0.01627544,0.004875556,0.036345355,0.103176361,0.029851061,0.009416647,0.029641704
DIP-48184N,0.007289766,0.004356534,0.002299131,0.006374854,0.022388166,0.005775714,0.004945502,0.0043435
DIP-48185N,0.190954931,0.081316342,0.060913362,0.010755023,0.13259254,0.129579185,0.147369343,0.008626803
DIP-48186N,0.010523054,0.00255044,0.001949224,0.010162045,0.012730456,0.004633468,0.005815159,0.005824879
DIP-48187N,0.013283712,0.005015678,0.002506988,0.010436144,0.008171359,0.007244317,0.012430529,0.00729027
DIP-48188N,0.018845719,0.00252516,0.001250771,0.006309722,0.016478491,0.004313691,0.002599353,0.003786689
DIP-48189N,0.012676493,0.003343473,0.001012961,0.005810372,0.0102008,0.004162357,0.003150634,0.002972165
DIP-48190N,0.009311745,0.003945504,0.001913371,0.007753495,0.009829213,0.003995231,0.004084393,0.00584369
DIP-48191N,0.012588853,0.003812552,0.001566641,0.00513055,0.006792197,0.002777975,0.002477559,0.003496997
DIP-48192N,0.013922232,0.004520383,0.002218802,0.006714087,0.010804631,0.006617924,0.006085457,0.002958057
DIP-48193N,0.009368085,0.001982115,0.001093744,0.005472496,0.018665142,0.004047869,0.002860037,0.003636199
DIP-48194N,0,0,0,0,0,0,0,0
DIP-48195N,0.015390201,0.002703991,0.001190411,0.008919097,0.005102187,0.003997863,0.002572644,0.004573936
DIP-48196N,0.012689013,0.003708624,0.002078113,0.007066888,0.011558525,0.005004566,0.004679477,0.004658587
DIP-48197N,0.004895317,0.002125367,0.001043822,0.005008427,0.007374589,0.002437144,0.002469012,0.002282736
DIP-48198N,0.007055016,0.001795794,0.000862742,0.004367956,0.006249107,0.001325164,0.001955124,0.001718401
DIP-48199N,0.009715514,0.002675902,0.002674453,0.00605869,0.007992711,0.004572934,0.00663567,0.002236648
DIP-48200N,0.007965845,0.005447305,0.002845549,0.007689719,0.009839931,0.003159601,0.00514422,0.003884507
DIP-48201N,0.019139939,0.007388224,0.004871471,0.015070058,0.021473489,0.012538393,0.010542713,0.011392986
DIP-48202N,0.015102241,0.003273252,0.00192744,0.007980102,0.012830499,0.005350662,0.002975421,0.0045128
DIP-48203N,0.003834248,0.002654368,0.001235341,0.005008427,0.003930256,0.002797714,0.001907047,0.002885634
DIP-48204N,0.090222199,0.002456812,0.002093544,0.015729526,0.007231671,0.001665996,0.002583328,0.011016763
DIP-48205N,0.001611949,0.001891295,0.000987546,0.004416805,0.004230384,0.001134351,0.001582262,0.002351396
DIP-48206N,0.002738748,0.002213377,0.001416421,0.007148304,0.004291125,0.003004319,0.003403839,0.003705801
DIP-48207N,0.030210743,0.009092262,0.004658623,0.011335788,0.046537802,0.016781023,0.011888863,0.00868794
DIP-48208N,0.006582386,0.001919384,0.001949678,0.00852016,0.00848578,0.002645064,0.003719009,0.00439523
DIP-48209N,0.005793627,0.002298579,0.001334731,0.005568838,0.012909104,0.003135914,0.00247649,0.003510165
DIP-48210N,0.016491961,0.002831325,0.001115074,0.004663766,0.012580392,0.003225399,0.001941235,0.002902564
DIP-48211N,0.001176879,0.001400682,0.000428421,0.00433946,0.005973989,0.00072509,0.001597219,0.001180401
DIP-48212N,0.092244177,0.019105829,0.009102127,0.016895128,0.172413177,0.029626033,0.027854641,0.013644683
DIP-48213N,0.005496277,0.003299468,0.001540772,0.006640813,0.009832785,0.004222891,0.002863242,0.005040453
DIP-48214N,0.001452319,0.000894152,0.000564572,0.004011083,0.001314849,0.000455319,0.001086536,0.000974419
DIP-48215N,0.040483397,0.014092024,0.009627669,0.030060058,0.038398599,0.016184897,0.020909143,0.026006445
DIP-48216N,0.033594271,0.00091475,0.000412537,0.001271443,0.001632843,0.00132648,0.000752135,0.001403313
DIP-48217N,0.000945259,0.001620709,0.000955324,0.004199697,0.001096899,0.002895095,0.002158115,0.002199026
DIP-48218N,0.013393262,0.00385094,0.001171804,0.006431846,0.020969701,0.004980879,0.003186959,0.003607983
DIP-48219N,0.001514919,0.000986844,0.000448843,0.004309608,0.001647134,0.001090924,0.001450852,0.001589544
DIP-48220N,0.043090685,0.01366695,0.007489649,0.018397249,0.04652351,0.019577421,0.019064062,0.017741756
DIP-48221N,0.011324334,0.004197365,0.001916094,0.006380282,0.016685722,0.006917961,0.00520298,0.003124536
DIP-48222N,0.011227304,0.003452082,0.001863903,0.009482223,0.010690296,0.003650452,0.003300207,0.00617947
DIP-48223N,0.014169502,0.003363135,0.000889518,0.002093742,0.017007289,0.00621919,0.003186959,0.000517307
DIP-48224N,0.008463515,0.001278965,0.000886795,0.004294682,0.008035587,0.001623885,0.001490381,0.003234581
DIP-48225N,0.015706331,0.005745044,0.002331807,0.005190255,0.004219666,0.00402155,0.002512815,0.005055502
DIP-48226N,0.002463309,0.000610458,0.000651708,0.003966305,0.002258111,0.000692191,0.001442305,0.00163375
DIP-48227N,0.002463309,0.000610458,0.000651708,0.003966305,0.002258111,0.000692191,0.001442305,0.00163375
DIP-48228N,0.048364732,0.015679027,0.007258193,0.018611644,0.075971845,0.022547526,0.014409157,0.01510443
DIP-48229N,0.048364732,0.015679027,0.007258193,0.018611644,0.075971845,0.022547526,0.014409157,0.01510443
DIP-48230N,0.007684146,0.003508259,0.001283447,0.004312322,0.008392883,0.004068924,0.004541657,0.002970284
DIP-48231N,0.005342907,0.001285519,0.00054778,0.006286654,0.004805631,0.001426492,0.002136748,0.002070169
DIP-48232N,0.133112564,0.05408356,0.026003873,0.041546465,0.141224811,0.085830353,0.071289378,0.039746124
DIP-48233N,0.047729343,0.005179528,0.007348506,0.01008877,0.039831356,0.016342811,0.01955124,0.006090117
DIP-48234N,0.011621683,0.005951027,0.00250018,0.013272127,0.016814349,0.010459188,0.009074767,0.012132265
DIP-48235N,0.026354585,0.00647441,0.001973277,0.009816028,0.022623982,0.007179835,0.005506398,0.005620778
DIP-48236N,0.005596437,0.002266746,0.000948516,0.005395151,0.006209804,0.002255542,0.00277884,0.003078448
DIP-48237N,0,0,0,0,0,0,0,0
DIP-48238N,0.038026348,0.012558389,0.003335238,0.012443043,0.11887952,0.017456106,0.007408104,0.009989673
DIP-48239N,0.121396981,0.033371066,0.002181588,0.005887717,0.116657139,0.031138062,0.003495719,0.004534433
DIP-48240N,0.01753738,0.00673657,0.008100512,0.020222319,0.021430613,0.011748822,0.017058724,0.017070198
DIP-48241N,0.008066005,0.003780718,0.00207539,0.00566518,0.009593397,0.004634784,0.006181611,0.003154633
DIP-48242N,0.01749356,0.003227374,0.001694168,0.006749367,0.015256539,0.005249333,0.004611101,0.002949592
DIP-48243N,0.510731199,0.3704692,0.068425249,0.172942013,0.517628984,0.498294526,0.153464416,0.200683222
DIP-48244N,0.024805236,0.005216043,0.003341138,0.008440101,0.009929255,0.005383561,0.006417721,0.006020515
DIP-48245N,0.034129501,0.006559612,0.001838488,0.00635043,0.038684436,0.008228649,0.005438023,0.003611745
DIP-48246N,0.008375875,0.001983051,0.001437751,0.004620345,0.015099328,0.004529508,0.002435892,0.003444326
DIP-48247N,0.011133404,0.00829642,0.003632046,0.011054904,0.014842075,0.007432498,0.00725319,0.006371344
DIP-48248N,0.03432669,0.009991096,0.002674907,0.011594962,0.041503502,0.013656952,0.005162382,0.005241733
DIP-48249N,0.026420315,0.013412281,0.007043075,0.026295935,0.04164642,0.017664027,0.01373074,0.018211095
DIP-48250N,0.008864155,0.003772292,0.0023368,0.008486237,0.012834072,0.003593866,0.003590804,0.004138458
DIP-48251N,0.023274667,0.003927715,0.001946955,0.005419576,0.029494783,0.004371593,0.003393155,0.004760167
DIP-48252N,0.011640463,0.001891295,0.000342192,0.001734156,0.022745462,0.002956945,0.000485042,0.000583146
DIP-48253N,0.011621683,0.005951027,0.00250018,0.013272127,0.016814349,0.010459188,0.009074767,0.012132265
DIP-48254N,0.055379058,0.024369623,0.013459403,0.028903954,0.08176004,0.029498385,0.031077925,0.021284841
DIP-48255N,0.129156246,0.0390178,0.012823125,0.025351513,0.158357153,0.067745221,0.036221076,0.025437407
DIP-48256N,0.015706331,0.005745044,0.002331807,0.005190255,0.004219666,0.00402155,0.002512815,0.005055502
DIP-48257N,0.023337267,0.005392065,0.002771574,0.007988244,0.116950121,0.007092983,0.005127126,0.006101404
DIP-48258N,0.018676699,0.008211218,0.001845749,0.004636628,0.024031728,0.01046182,0.003950846,0.0043783
DIP-48259N,0.039628907,0.009810393,0.003374722,0.007821341,0.032596113,0.014743929,0.00946686,0.005823939
DIP-48260N,0.03577901,0.010548185,0.0052831,0.010934137,0.038702301,0.017511376,0.012123906,0.007326951
DIP-48261N,0.037525549,0.008243052,0.006594685,0.016082328,0.02006217,0.014783407,0.01135254,0.015801384
DIP-48262N,0.021853648,0.005976306,0.003707383,0.010548769,0.021712877,0.009556445,0.008651691,0.007091812
DIP-48263N,0.048364732,0.015679027,0.007258193,0.018611644,0.075971845,0.022547526,0.014409157,0.01510443
DIP-48264N,0.021174438,0.004175831,0.002764767,0.008256916,0.013620123,0.006860059,0.007997846,0.006207687
DIP-48265N,0.021762878,0.002140347,0.001371037,0.007621873,0.072620409,0.002304232,0.003696573,0.005751516
DIP-48266N,0.081912053,0.009233641,0.006726751,0.019047218,0.143536516,0.022106682,0.012157025,0.018006994
DIP-48267N,0.016391801,0.004573752,0.003110135,0.014000798,0.018357868,0.007698321,0.005581185,0.009588995
DIP-48268N,0.013070873,0.004453907,0.003128289,0.007122523,0.014038159,0.00440844,0.005546997,0.002601585
DIP-48269N,0.037578759,0.004979163,0.003225864,0.011185169,0.034643419,0.009115601,0.00791024,0.009886211
DIP-48270N,0.008510465,0.001665651,0.001647423,0.005852437,0.010951122,0.003558335,0.003626061,0.003546846
DIP-48271N,0.023903796,0.002129112,0.000971208,0.005495564,0.005684579,0.001816014,0.001424142,0.00247461
DIP-48272N,0.015941081,0.003007347,0.001758613,0.00759202,0.013269973,0.004430811,0.004301273,0.004987782
DIP-48273N,0.024166716,0.003063524,0.004336853,0.010007355,0.017210948,0.006819264,0.009712586,0.007546101
DIP-48274N,0.025346726,0.007674727,0.004231563,0.011959976,0.029366157,0.013321384,0.008614298,0.011950737
DIP-48275N,0.020197878,0.005714147,0.001833496,0.00468412,0.013194941,0.003713617,0.004637811,0.003284431
DIP-48276N,0.003136258,0.00051402,0.003473204,0.004325891,0.003365728,0.002625325,0.009860022,0.003612686
DIP-48297N,0,0,0,0,0,0,0,0
DIP-48298N,0,0,0,0,0,0,0,0
DIP-48357N,0.00076372,0.000477505,0.000328577,0.001612032,0.00079677,0.00020792,0.0008344,0.000484388
DIP-48358N,0.007471306,0.005991287,0.003784989,0.013140505,0.018197084,0.006961387,0.007442292,0.008778233
DIP-48394N,0,0,0,0,0,0,0,0
DIP-48446N,0.012504343,0.00397172,0.001939693,0.007259572,0.01435258,0.005178272,0.005195502,0.004962387
DIP-48512N,0.000923349,0.001932492,0.000969847,0.004937866,0.001736458,0.001614673,0.001488245,0.001603652
DIP-48540N,0.004140988,0.000919432,0.000605417,0.002259288,0.006499214,0.00176864,0.000933759,0.00089165
DIP-48603N,0,0,0,0,0,0,0,0
DIP-48635N,0.004140988,0.000919432,0.000605417,0.002259288,0.006499214,0.00176864,0.000933759,0.00089165
DIP-48880N,0,0,0,0,0,0,0,0
DIP-49014N,0.001186269,0.00033519,0.000308154,0.001940409,0.001079034,0.000278982,0.000549144,0.000802296
DIP-508N,0,0,0,0,0,0,0,0
DIP-50964N,0,0,0,0,0,0,0,0
DIP-50965N,0,0,0,0,0,0,0,0
DIP-51001N,0.004948527,0.00193811,0.000904041,0.003665066,0.005388023,0.002891147,0.003155976,0.001204856
DIP-51015N,0,0,0,0,0,0,0,0
DIP-51028N,0,0,0,0,0,0,0,0
DIP-51131N,0,0,0,0,0,0,0,0
DIP-51141N,0,0,0,0,0,0,0,0
DIP-51143N,0,0,0,0,0,0,0,0
DIP-51178N,0,0,0,0,0,0,0,0
DIP-513N,0.012660843,0.004814377,0.002523326,0.005420933,0.010504502,0.003976808,0.004651699,0.004627548
DIP-53219N,0,0,0,0,0,0,0,0
DIP-53220N,0,0,0,0,0,0,0,0
DIP-53495N,0,0,0,0,0,0,0,0
DIP-53496N,0,0,0,0,0,0,0,0
DIP-53497N,0,0,0,0,0,0,0,0
DIP-535N,0,0,0,0,0,0,0,0
DIP-539N,0,0,0,0,0,0,0,0
DIP-540N,0.03430478,0.009539807,0.003151435,0.007111667,0.038973846,0.01489,0.008260666,0.005428904
DIP-545N,0.011859563,0.005688867,0.00208719,0.002002828,0.017596827,0.00772464,0.006261739,0.00338507
DIP-556N,0.007881336,0.002807918,0.001572087,0.004236334,0.009432614,0.003100383,0.003900633,0.003179088
DIP-56424N,0,0,0,0,0,0,0,0
DIP-56425N,0,0,0,0,0,0,0,0
DIP-56426N,0,0,0,0,0,0,0,0
DIP-56427N,0,0,0,0,0,0,0,0
DIP-56428N,0,0,0,0,0,0,0,0
DIP-56429N,0,0,0,0,0,0,0,0
DIP-56430N,0,0,0,0,0,0,0,0
DIP-564N,0,0,0,0,0,0,0,0
DIP-565N,0,0,0,0,0,0,0,0
DIP-566N,0,0,0,0,0,0,0,0
DIP-567N,0,0,0,0,0,0,0,0
DIP-568N,0,0,0,0,0,0,0,0
DIP-572N,0.018898929,0.000896961,0.001094198,0.007630014,0.022684722,0.004365014,0.001965808,0.007858367
DIP-579N,0,0,0,0,0,0,0,0
DIP-581N,0.013393262,0.00385094,0.001171804,0.006431846,0.020969701,0.004980879,0.003186959,0.003607983
DIP-583N,0.011017594,0.003481107,0.001096013,0.006256802,0.010125768,0.00368335,0.003868581,0.00316592
DIP-584N,0.013393262,0.00385094,0.001171804,0.006431846,0.020969701,0.004980879,0.003186959,0.003607983
DIP-58536N,0.008291365,0.003797571,0.001515357,0.010356085,0.00985065,0.005870463,0.004599349,0.00764392
DIP-58537N,0.008291365,0.003797571,0.001515357,0.010356085,0.00985065,0.005870463,0.004599349,0.00764392
DIP-585N,0,0,0,0,0,0,0,0
DIP-6052N,0.00076059,0.001983051,0.000791035,0.003032737,0.003140632,0.002337131,0.00201709,0.002935483
DIP-6053N,0.021349718,0.003923034,0.002452981,0.010657324,0.016367729,0.007654894,0.009338655,0.007804755
DIP-6070N,0,0,0,0,0,0,0,0
DIP-6071N,0,0,0,0,0,0,0,0
DIP-6122N,0,0,0,0,0,0,0,0
DIP-6141N,0.008801555,0.001180655,0.000978016,0.002985245,0.012473203,0.003270141,0.001878201,0.002590298
DIP-6142N,0,0,0,0,0,0,0,0
DIP-614N,0,0,0,0,0,0,0,0
DIP-6153N,0,0,0,0,0,0,0,0
DIP-6154N,0,0,0,0,0,0,0,0
DIP-6159N,0.042968616,0.009299181,0.004276039,0.012164872,0.049524796,0.015391377,0.01162177,0.007178343
DIP-6160N,0,0,0,0,0,0,0,0
DIP-6168N,0.084841732,0.016942075,0.00600243,0.01500764,0.118786623,0.026129548,0.0146239,0.014035015
DIP-6179N,0,0,0,0,0,0,0,0
DIP-6180N,0,0,0,0,0,0,0,0
DIP-6181N,0,0,0,0,0,0,0,0
DIP-6196N,0.005655907,0.002147838,0.001130051,0.002916041,0.006620695,0.002442407,0.003038455,0.002650494
DIP-6197N,0,0,0,0,0,0,0,0
DIP-619N,0,0,0,0,0,0,0,0
DIP-6216N,0.014989561,0.003878092,0.002084013,0.006255445,0.011590682,0.007498296,0.00255555,0.004987782
DIP-6217N,0.014989561,0.003878092,0.002084013,0.006255445,0.011590682,0.007498296,0.00255555,0.004987782
DIP-6845N,0,0,0,0,0,0,0,0
DIP-6846N,0.015480971,0.012652018,0.003119212,0.008577151,0.019962127,0.016883667,0.009725407,0.005847453
DIP-6847N,0.007765526,0.003346282,0.001768144,0.007113024,0.01068315,0.003645188,0.002688028,0.00385535
DIP-6848N,0.001345899,0.001381956,0.000395745,0.002989316,0.001447049,0.000460583,0.000554486,0.000712003
DIP-6849N,0,0,0,0,0,0,0,0
DIP-6850N,0.003458648,0.002488645,0.001168173,0.006346359,0.005241532,0.002725337,0.003381403,0.002571487
DIP-6851N,0.020942818,0.006982813,0.003165957,0.01075638,0.020540946,0.009955179,0.006365371,0.006941322
DIP-6852N,0.010034774,0.003463318,0.001814435,0.006606889,0.008707303,0.002438459,0.00324572,0.004072619
DIP-6853N,0,0,0,0,0,0,0,0
DIP-6854N,0.020395068,0.006166372,0.00115365,0.004386953,0.03284622,0.008249705,0.004582255,0.001992103
DIP-6855N,0.00033491,0.000542109,0.000497858,0.002070674,0.000728884,0.00016581,0.000585469,0.000968775
DIP-6856N,0,0,0,0,0,0,0,0
DIP-6857N,0,0,0,0,0,0,0,0
DIP-6858N,0,0,0,0,0,0,0,0
DIP-6859N,0,0,0,0,0,0,0,0
DIP-6860N,0,0,0,0,0,0,0,0
DIP-6861N,0.026705145,0.005819947,0.002149819,0.007168658,0.028962412,0.011172434,0.00739742,0.00527089
DIP-6862N,0,0,0,0,0,0,0,0
DIP-6863N,0.006926686,0.003236737,0.002093544,0.006130607,0.01192654,0.007229842,0.004119649,0.004455426
DIP-6864N,0,0,0,0,0,0,0,0
DIP-6865N,0,0,0,0,0,0,0,0
DIP-6866N,0,0,0,0,0,0,0,0
DIP-6867N,0.003333448,0.001404427,0.000745652,0.002845481,0.002726168,0.001767324,0.001346151,0.000847443
DIP-6868N,0.00027857,0.0002116,0.000118451,0.000341946,0.00060383,0.000242135,0.000270299,0.000356472
DIP-6869N,0.008385265,0.003573799,0.002074483,0.005205181,0.01084036,0.004987459,0.00316666,0.003256214
DIP-6870N,0.009577795,0.001252749,0.000440674,0.005449429,0.00392311,0.000838262,0.001670937,0.003053053
DIP-6871N,0,0,0,0,0,0,0,0
DIP-6872N,0,0,0,0,0,0,0,0
DIP-6873N,0,0,0,0,0,0,0,0
DIP-6874N,0,0,0,0,0,0,0,0
DIP-6875N,0,0,0,0,0,0,0,0
DIP-6876N,0,0,0,0,0,0,0,0
DIP-6877N,1,1,1,0.871838015,0.923506503,0.922923362,0.961793885,0.913509055
DIP-6878N,0.016585861,0.00322831,0.001622008,0.005757452,0.010593826,0.003500433,0.003341873,0.002867763
DIP-6879N,0.016585861,0.00322831,0.001622008,0.005757452,0.010593826,0.003500433,0.003341873,0.002867763
DIP-6880N,0.016585861,0.00322831,0.001622008,0.005757452,0.010593826,0.003500433,0.003341873,0.002867763
DIP-6881N,0,0,0,0,0,0,0,0
DIP-6882N,0,0,0,0,0,0,0,0
DIP-6883N,0,0,0,0,0,0,0,0
DIP-6884N,0,0,0,0,0,0,0,0
DIP-6885N,0,0,0,0,0,0,0,0
DIP-6886N,0,0,0,0,0,0,0,0
DIP-6887N,0,0,0,0,0,0,0,0
DIP-6888N,0,0,0,0,0,0,0,0
DIP-6889N,0,0,0,0,0,0,0,0
DIP-6890N,0,0,0,0,0,0,0,0
DIP-6891N,0,0,0,0,0,0,0,0
DIP-6892N,0.014710992,0.003348155,0.002034091,0.006578394,0.012351722,0.005287496,0.004709392,0.004061332
DIP-6893N,0,0,0,0,0,0,0,0
DIP-726N,0.66647052,0.340227199,0.148355685,0.018519373,0.457374589,0.483990125,0.361975722,0.024353883
DIP-9025N,0,0,0,0,0,0,0,0
DIP-9027N,0.008663835,0.005112115,0.001452274,0.008726413,0.013552237,0.002789819,0.002306619,0.004003958
DIP-9031N,0.011017594,0.003481107,0.001096013,0.006256802,0.010125768,0.00368335,0.003868581,0.00316592
DIP-9033N,0,0,0,0,0,0,0,0
DIP-9034N,0,0,0,0,0,0,0,0
DIP-9035N,0.043957695,0.010286962,0.002227425,0.007733141,0.049356867,0.011614594,0.005701911,0.006342186
DIP-9036N,0,0,0,0,0,0,0,0
DIP-9039N,0.044301995,0.013506846,0.007122496,0.017471823,0.037716164,0.020036689,0.020312991,0.011856681
DIP-9040N,0.044301995,0.013506846,0.007122496,0.017471823,0.037716164,0.020036689,0.020312991,0.011856681
DIP-9042N,0.042849676,0.032554625,0.003522672,0.008469954,0.032295984,0.029723413,0.009285237,0.006259417
DIP-9043N,0.055191259,0.026734678,0.014641191,0.039052429,0.073981706,0.046100439,0.041476407,0.033071921
DIP-9044N,0.03574771,0.019636703,0.006169895,0.013179856,0.058632271,0.026209821,0.015308728,0.017030694
DIP-9046N,0,0,0,0,0,0,0,0
DIP-9047N,0.219218815,0.041004596,0.016335359,0.056166023,0.287666143,0.097938429,0.058816114,0.053228091
DIP-9048N,0,0,0,0,0,0,0,0
DIP-9049N,0.036401879,0.006189779,0.004254709,0.008980159,0.045058597,0.007658842,0.006309816,0.005502268
DIP-9050N,0.021130618,0.006892929,0.003023453,0.009801101,0.038605831,0.010202578,0.00614956,0.006406144
DIP-9052N,0.00028796,0.000364215,0.000367153,0.003523946,0.000450193,0.000307933,0.000208333,0.001214261
DIP-9055N,0.03450197,0.008243988,0.009728874,0.033508015,0.116753609,0.016823133,0.020244615,0.025538047
DIP-9056N,0.009174025,0.004637419,0.003155973,0.009007298,0.010911819,0.007025869,0.007032036,0.007714461
DIP-9059N,0,0,0,0,0,0,0,0
DIP-9060N,0.012163173,0.002886566,0.001688268,0.007484823,0.015252966,0.00607312,0.003886744,0.002960878
DIP-9062N,0.01715552,0.00549412,0.003209072,0.009266471,0.018032728,0.006273144,0.005995714,0.00811608
DIP-9064N,0.054048809,0.01067552,0.004598262,0.012405049,0.049732028,0.016074357,0.008931605,0.010640539
DIP-9069N,0.00052897,0.000795842,0.000170642,0.000966134,0.000657425,0.000167126,0.000207265,0.000988527
DIP-9070N,0,0,0,0,0,0,0,0
DIP-9074N,0,0,0,0,0,0,0,0
DIP-9076N,0,0,0,0,0,0,0,0
DIP-9077N,0.330546592,0.078851104,0.043506044,0.146773629,0.320169358,0.15759844,0.104302128,0.141759108
DIP-9078N,0.043522625,0.00963718,0.007003591,0.014521859,0.049935687,0.023879269,0.015809795,0.012094643
DIP-9080N,0.020914648,0.006865777,0.002885487,0.006692376,0.032106617,0.007327222,0.004949776,0.004078262
DIP-9081N,0.081764943,0.007205648,0.004785697,0.00948358,0.064888524,0.009218245,0.008877118,0.013391673
DIP-9082N,0.069298161,0.01456672,0.00394837,0.017850407,0.139106045,0.018497025,0.011237155,0.014536333
DIP-9083N,0.023337267,0.005392065,0.002771574,0.007988244,0.116950121,0.007092983,0.005127126,0.006101404
DIP-9084N,0,0,0,0,0,0,0,0
DIP-9085N,0.011496483,0.003294786,0.002181588,0.005168544,0.013187795,0.005337502,0.003978624,0.005903886
DIP-9088N,0.005993947,0.001524272,0.001298878,0.005194326,0.007867658,0.002766132,0.003032045,0.002718214
DIP-9090N,0,0,0,0,0,0,0,0
DIP-9093N,0.005111287,0.002509243,0.001436844,0.00650512,0.007503216,0.002945101,0.003502129,0.004014304
DIP-9097N,0.005111287,0.002509243,0.001436844,0.00650512,0.007503216,0.002945101,0.003502129,0.004014304
DIP-9098N,0.005111287,0.002509243,0.001436844,0.00650512,0.007503216,0.002945101,0.003502129,0.004014304
DIP-9104N,0,0,0,0,0,0,0,0
DIP-9108N,0.00054462,0.000328636,0.000209218,0.001190027,0.000335858,0.000530329,0.000726494,0.000742101
DIP-9110N,0.047093953,0.00715228,0.001275278,0.008315264,0.068868801,0.009570921,0.004131401,0.005761862
DIP-9113N,0.033938571,0.012093992,0.017160886,0.02521989,0.030037873,0.026758573,0.034478559,0.026011148
