p,t1,t2,t3,t4,t5,t6,t7,t8
DIP-10559N,0.01708979,0.004354661,0.002143919,0.007047891,0.012169501,0.004092611,0.003950846,0.00370486
DIP-10560N,0,0,0,0,0,0,0,0
DIP-10562N,0.00040377,0.00089977,0.000329031,0.003852323,0.000489495,0.000390838,0.00042735,0.000523891
DIP-10564N,0.114260585,0.038737851,0.009160218,0.014452655,0.132910533,0.056120099,0.024558708,0.011014882
DIP-10565N,0.078353245,0.042592535,0.016177424,0.023124791,0.123667286,0.051662969,0.052712494,0.021633788
DIP-10566N,0.10565622,0.024217945,0.049951417,0.060049555,0.09349364,0.069940229,0.115451676,0.068045651
DIP-10567N,0,0,0,0,0,0,0,0
DIP-10568N,0.007314806,0.003634658,0.002094451,0.006262229,0.008746606,0.004879551,0.004424136,0.00378857
DIP-10572N,0.024661256,0.007173815,0.002748428,0.005838867,0.041750036,0.011652757,0.006695499,0.003457493
DIP-10573N,0.00051645,0.000312719,0.0003313,0.000352802,0.003208518,0.000336884,0.000322649,0.000518248
DIP-10574N,0.01725881,0.005176719,0.003369276,0.012981744,0.030005717,0.008102318,0.007215797,0.008516758
DIP-10577N,0,0,0,0,0,0,0,0
DIP-10580N,0.004034568,0.001444688,0.002210633,0.006043764,0.003673003,0.002924046,0.002670934,0.00271163
DIP-10582N,0.004691867,0.002301388,0.001290708,0.004724828,0.005066457,0.003056957,0.002091876,0.001415541
DIP-10587N,0.037979398,0.007932205,0.015365512,0.030275809,0.055277262,0.021018389,0.030256346,0.023486688
DIP-10588N,0.036414399,0.006960342,0.004916401,0.017147517,0.029666286,0.009885433,0.007629257,0.016994012
DIP-10589N,0,0,0,0,0,0,0,0
DIP-10591N,0.021265208,0.004579369,0.003998746,0.011316791,0.017271688,0.006569234,0.009167715,0.01006868
DIP-10592N,0.030104323,0.003693644,0.002221979,0.008790189,0.095594541,0.005837564,0.004899562,0.006447529
DIP-10593N,0.006607426,0.001857589,0.001466797,0.004210552,0.007356724,0.002696386,0.000544871,0.003248689
DIP-10597N,0,0,0,0,0,0,0,0
DIP-10598N,0,0,0,0,0,0,0,0
DIP-10602N,0,0,0,0,0,0,0,0
DIP-10603N,0.012463653,0.00343242,0.002442997,0.005438573,0.010747463,0.005526999,0.010519208,0.002325061
DIP-10604N,0.180046887,0.073548922,0.034906766,0.083270688,0.249442618,0.109738573,0.104509392,0.081374307
DIP-10607N,0,0,0,0,0,0,0,0
DIP-10608N,0.007274116,0.003773228,0.001769959,0.005442644,0.010193654,0.003888639,0.00365277,0.003472542
DIP-10614N,0.007274116,0.003773228,0.001769959,0.005442644,0.010193654,0.003888639,0.00365277,0.003472542
DIP-10618N,0.009681084,0.003466127,0.001493119,0.004139992,0.008149921,0.005194063,0.003049139,0.003412347
DIP-10620N,0.014776722,0.002594445,0.001266201,0.006837567,0.015528083,0.004007075,0.003711531,0.003785748
DIP-10622N,0.078353245,0.042592535,0.016177424,0.023124791,0.123667286,0.051662969,0.052712494,0.021633788
DIP-10625N,0,0,0,0,0,0,0,0
DIP-10629N,0,0,0,0,0,0,0,0
DIP-10631N,0.042082826,0.009555723,0.005378406,0.012969532,0.052915535,0.014466263,0.015848257,0.008522401
DIP-10635N,0.00029735,0.000973736,0.000581817,0.002652797,0.001704302,0.0009817,0.000941237,0.001459747
DIP-10636N,0.004403907,0.002071998,0.001319754,0.005239105,0.003551522,0.002401613,0.002520294,0.003784808
DIP-10640N,0.01833553,0.005153312,0.002455705,0.004571495,0.028019151,0.007133777,0.005028835,0.003137703
DIP-10641N,0.014304092,0.00446327,0.001255309,0.005841581,0.016582107,0.006207347,0.000654913,0.00244169
DIP-10644N,0,0,0,0,0,0,0,0
DIP-10646N,0,0,0,0,0,0,0,0
DIP-10647N,0,0,0,0,0,0,0,0
DIP-10649N,0.051378921,0.005294691,0.002062229,0.009085999,0.034646992,0.0057415,0.003987171,0.00762793
DIP-10650N,0.013243022,0.005679504,0.00161157,0.006731727,0.015077891,0.006912697,0.004326914,0.004314342
DIP-10651N,0.009208455,0.003289169,0.000858203,0.0039066,0.007535372,0.001991036,0.001864312,0.002936424
DIP-10652N,0.009493285,0.003137491,0.001173165,0.005969133,0.008832357,0.004208415,0.004287384,0.003449028
DIP-10653N,0.007903245,0.003540093,0.001127782,0.003732913,0.010261541,0.003038534,0.001677347,0.00222254
DIP-10654N,0.014128812,0.003027009,0.001526249,0.005515918,0.013952408,0.003484642,0.002774567,0.003778224
DIP-10655N,0.008763995,0.003236737,0.001024761,0.003091085,0.012008718,0.003658347,0.002612174,0.002242292
DIP-10656N,0.007900115,0.003112211,0.001012053,0.004817099,0.010536659,0.00297142,0.002650635,0.002729501
DIP-10659N,0,0,0,0,0,0,0,0
DIP-10660N,0,0,0,0,0,0,0,0
DIP-10662N,0.008188075,0.001192827,0.000790128,0.004130493,0.005220094,0.001138299,0.001223288,0.002629802
DIP-10663N,0.01708979,0.004354661,0.002143919,0.007047891,0.012169501,0.004092611,0.003950846,0.00370486
DIP-10665N,0,0,0,0,0,0,0,0
DIP-10666N,0.05321623,0.016467378,0.004394036,0.00974411,0.055888238,0.028319292,0.016230735,0.007094633
DIP-10667N,0.047306793,0.015534839,0.008466303,0.015952062,0.068207803,0.023508171,0.026654858,0.013690771
DIP-10670N,0.005092507,0.001207807,0.000958047,0.004381525,0.00497356,0.001039602,0.001762817,0.001798348
DIP-10671N,0.007840646,0.002587891,0.001067421,0.004889017,0.009882807,0.002967472,0.002532046,0.002430403
DIP-10672N,0.008244415,0.002802301,0.001336546,0.004465655,0.004419751,0.006870587,0.002211534,0.003947524
DIP-10673N,0.004942267,0.001095453,0.000473351,0.002738284,0.006495641,0.001975244,0.001163459,0.001365691
DIP-10675N,0.007577726,0.002778894,0.001205387,0.004306894,0.007288838,0.003767571,0.003322642,0.002228183
DIP-10680N,0.625670993,0.495898604,0.397561814,0.613531572,0.522313134,0.710647106,0.655341548,0.609295729
DIP-10681N,0.625670993,0.495898604,0.397561814,0.613531572,0.522313134,0.710647106,0.655341548,0.609295729
DIP-10685N,0,0,0,0,0,0,0,0
DIP-10689N,0.625670993,0.495898604,0.397561814,0.613531572,0.522313134,0.710647106,0.655341548,0.609295729
DIP-10693N,0.006936076,0.002136602,0.001606578,0.006483409,0.013334286,0.002714809,0.002764951,0.001973292
DIP-10694N,0.002507129,0.001370721,0.000994808,0.006297509,0.001214806,0.000901427,0.001603629,0.004053807
DIP-10696N,0,0,0,0,0,0,0,0
DIP-10697N,0.048396032,0.017071282,0.004446228,0.011715729,0.05650636,0.019811661,0.01162177,0.0086221
DIP-10698N,0,0,0,0,0,0,0,0
DIP-10699N,0.360798024,0.064074656,0.016727473,0.036177096,0.148427898,0.082590478,0.032837537,0.029367061
DIP-10700N,0.004779507,0.002059827,0.000776967,0.003598577,0.004451908,0.001184357,0.002044867,0.002563022
DIP-10701N,0.001345899,0.000943775,0.000443851,0.002808844,0.001404173,0.000505326,0.000685896,0.000975359
DIP-10702N,0.001787229,0.002996112,0.001486765,0.004591849,0.002204516,0.001766008,0.003355762,0.003527095
DIP-10703N,0.003771648,0.000366087,0.000318139,0.001473625,0.002083036,0.000143439,0.000588674,0.001231191
DIP-10707N,0,0,0,0,0,0,0,0
DIP-10708N,0.022085267,0.010090342,0.003822204,0.024693402,0.019804916,0.01420702,0.01187818,0.024289925
DIP-10710N,0,0,0,0,0,0,0,0
DIP-10711N,0.013393262,0.00385094,0.001171804,0.006431846,0.020969701,0.004980879,0.003186959,0.003607983
DIP-10721N,0.03577901,0.010548185,0.0052831,0.010934137,0.038702301,0.017511376,0.012123906,0.007326951
DIP-10724N,0.012776653,0.00418613,0.002251932,0.010061632,0.013759468,0.007700952,0.0070096,0.006688312
DIP-10725N,0,0,0,0,0,0,0,0
DIP-10727N,0.009937744,0.004114036,0.002336346,0.011094255,0.016110476,0.005104579,0.007575839,0.006369463
DIP-10729N,0,0,0,0,0,0,0,0
DIP-10731N,0,0,0,0,0,0,0,0
DIP-10732N,0,0,0,0,0,0,0,0
DIP-10733N,0.402405091,0.285068784,0.16977945,0.351395873,0.443708018,0.403780204,0.335470437,0.37992547
DIP-10734N,0.402405091,0.285068784,0.16977945,0.351395873,0.443708018,0.403780204,0.335470437,0.37992547
DIP-10735N,0,0,0,0,0,0,0,0
DIP-10737N,0,0,0,0,0,0,0,0
DIP-10738N,0.402405091,0.285068784,0.16977945,0.351395873,0.443708018,0.403780204,0.335470437,0.37992547
DIP-10740N,0.041481866,0.006574592,0.003096067,0.008832254,0.058260683,0.010127568,0.005747851,0.006242487
DIP-10742N,0,0,0,0,0,0,0,0
DIP-10743N,0,0,0,0,0,0,0,0
DIP-10744N,0.013393262,0.00385094,0.001171804,0.006431846,0.020969701,0.004980879,0.003186959,0.003607983
DIP-10745N,0,0,0,0,0,0,0,0
DIP-10746N,0,0,0,0,0,0,0,0
DIP-10747N,0,0,0,0,0,0,0,0
DIP-10748N,0,0,0,0,0,0,0,0
DIP-10749N,0,0,0,0,0,0,0,0
DIP-10750N,0,0,0,0,0,0,0,0
DIP-10751N,0,0,0,0,0,0,0,0
DIP-10752N,0.013393262,0.00385094,0.001171804,0.006431846,0.020969701,0.004980879,0.003186959,0.003607983
DIP-10753N,0,0,0,0,0,0,0,0
DIP-10754N,0,0,0,0,0,0,0,0
DIP-10755N,0,0,0,0,0,0,0,0
DIP-10756N,0,0,0,0,0,0,0,0
DIP-10757N,0,0,0,0,0,0,0,0
DIP-10758N,0,0,0,0,0,0,0,0
DIP-10759N,0,0,0,0,0,0,0,0
DIP-10760N,0,0,0,0,0,0,0,0
DIP-10761N,0,0,0,0,0,0,0,0
DIP-10762N,0,0,0,0,0,0,0,0
DIP-10763N,0,0,0,0,0,0,0,0
DIP-10764N,0,0,0,0,0,0,0,0
DIP-10765N,0,0,0,0,0,0,0,0
DIP-10766N,0,0,0,0,0,0,0,0
DIP-10768N,0,0,0,0,0,0,0,0
DIP-10769N,0,0,0,0,0,0,0,0
DIP-10772N,0,0,0,0,0,0,0,0
DIP-10773N,0.019906789,0.007619486,0.002958101,0.007119809,0.028112048,0.010639474,0.006964729,0.004616262
DIP-10774N,0.031794522,0.008239307,0.006686814,0.011592248,0.03584036,0.010760541,0.012001043,0.014459207
DIP-10775N,0,0,0,0,0,0,0,0
DIP-10776N,0.043015565,0.017406472,0.005559486,0.01461413,0.052372445,0.021998774,0.012395273,0.010819245
DIP-10777N,0.076553496,0.035247381,0.01286397,0.031843063,0.103658711,0.05382771,0.043420847,0.032153936
DIP-10778N,0,0,0,0,0,0,0,0
DIP-10779N,0,0,0,0,0,0,0,0
DIP-10780N,0,0,0,0,0,0,0,0
DIP-10781N,1,1,1,0.871838015,0.923506503,0.922923362,0.961793885,0.913509055
DIP-10782N,1,1,1,0.871838015,0.923506503,0.922923362,0.961793885,0.913509055
DIP-10783N,1,1,1,0.871838015,0.923506503,0.922923362,0.961793885,0.913509055
DIP-10784N,0,0,0,0,0,0,0,0
DIP-10785N,0,0,0,0,0,0,0,0
DIP-10786N,0,0,0,0,0,0,0,0
DIP-10787N,0,0,0,0,0,0,0,0
DIP-10788N,0,0,0,0,0,0,0,0
DIP-10789N,0,0,0,0,0,0,0,0
DIP-10790N,0,0,0,0,0,0,0,0
DIP-10791N,0,0,0,0,0,0,0,0
DIP-10792N,0,0,0,0,0,0,0,0
DIP-10793N,0,0,0,0,0,0,0,0
DIP-10794N,0,0,0,0,0,0,0,0
DIP-10795N,0,0,0,0,0,0,0,0
DIP-10796N,0,0,0,0,0,0,0,0
DIP-10797N,0,0,0,0,0,0,0,0
DIP-10799N,0,0,0,0,0,0,0,0
DIP-1079N,0,0,0,0,0,0,0,0
DIP-10800N,1,1,1,0.871838015,0.923506503,0.922923362,0.961793885,0.913509055
DIP-10801N,0,0,0,0,0,0,0,0
DIP-10802N,0.15822767,0.047626003,0.031934143,0.062152796,0.140653137,0.074542114,0.082564995,0.046863331
DIP-10804N,0.020197878,0.005714147,0.001833496,0.00468412,0.013194941,0.003713617,0.004637811,0.003284431
DIP-10805N,0.020197878,0.005714147,0.001833496,0.00468412,0.013194941,0.003713617,0.004637811,0.003284431
DIP-10807N,0.001270779,0.00091475,0.000483789,0.002476396,0.001061169,0.000513221,0.001350424,0.000686608
DIP-10808N,0.008491685,0.001992414,0.002173419,0.00330548,0.009557668,0.002880619,0.00236538,0.002666484
DIP-10809N,0,0,0,0,0,0,0,0
DIP-10814N,0,0,0,0,0,0,0,0
DIP-10815N,0,0,0,0,0,0,0,0
DIP-10816N,0,0,0,0,0,0,0,0
DIP-1081N,0.01694894,0.00425916,0.003013015,0.009265114,0.017564671,0.009501175,0.006446567,0.006761676
DIP-10822N,0.004882797,0.001447496,0.000958955,0.004152204,0.003951694,0.000746145,0.001058758,0.001777656
DIP-10824N,0.006100367,0.002096342,0.001372853,0.005031494,0.005191511,0.004130774,0.004129265,0.002202788
DIP-10825N,0.013890932,0.004131825,0.002192934,0.007087242,0.014177505,0.006685037,0.006769216,0.005158964
DIP-10826N,0,0,0,0,0,0,0,0
DIP-10827N,0.003630798,0.001018678,0.000640362,0.003232206,0.006970845,0.001563351,0.001379271,0.001416481
DIP-10828N,0.013878412,0.003810679,0.001899302,0.011134963,0.012148063,0.005190116,0.004613238,0.006148431
DIP-10835N,0,0,0,0,0,0,0,0
DIP-10836N,0.138036051,0.041299526,0.012292138,0.015801443,0.25309061,0.065522578,0.031708266,0.011841633
DIP-10837N,0.005574527,0.000892279,0.000569564,0.002536101,0.006767186,0.001543612,0.00069658,0.00109481
DIP-10838N,0.005574527,0.000892279,0.000569564,0.002536101,0.006767186,0.001543612,0.00069658,0.00109481
DIP-10840N,0.005946997,0.001771451,0.000891787,0.003910671,0.005141489,0.002667435,0.001942304,0.002196204
DIP-10841N,0,0,0,0,0,0,0,0
DIP-10842N,0,0,0,0,0,0,0,0
DIP-10843N,0,0,0,0,0,0,0,0
DIP-10845N,0,0,0,0,0,0,0,0
DIP-10846N,0,0,0,0,0,0,0,0
DIP-10848N,0.018845719,0.006848924,0.003141904,0.013242274,0.024146063,0.011480367,0.006803404,0.008006975
DIP-10849N,0.001408499,0.000991526,0.000663508,0.001401708,0.004605545,0.001130403,0.00096581,0.002254519
DIP-10850N,0,0,0,0,0,0,0,0
DIP-10853N,0,0,0,0,0,0,0,0
DIP-10864N,0,0,0,0,0,0,0,0
DIP-10868N,0.022827077,0.008240243,0.002000507,0.006635385,0.024424753,0.009527494,0.006159175,0.00471408
DIP-10870N,0.022827077,0.008240243,0.002000507,0.006635385,0.024424753,0.009527494,0.006159175,0.00471408
DIP-10873N,0.000892049,0.00272927,0.001534418,0.009403521,0.002322424,0.001709422,0.002974353,0.003558133
DIP-10878N,0.008732695,0.004316273,0.002113059,0.009562282,0.011269115,0.004736112,0.004193367,0.006350652
DIP-10884N,0,0,0,0,0,0,0,0
DIP-10885N,0.001186269,0.00033519,0.000308154,0.001940409,0.001079034,0.000278982,0.000549144,0.000802296
DIP-10890N,0,0,0,0,0,0,0,0
DIP-10904N,0.007440006,0.003232992,0.001419144,0.011877203,0.008760898,0.002202904,0.005376057,0.008245877
DIP-10905N,0.096532275,0.002307006,0.001156827,0.008090013,0.007224525,0.000757988,0.001198715,0.006407085
DIP-10907N,0.006191136,0.002707736,0.000441582,0.003954092,0.007471059,0.004220259,0.002407046,0.002741728
DIP-10910N,0,0,0,0,0,0,0,0
DIP-10917N,0.005649647,0.003514813,0.001280724,0.005262172,0.015696013,0.003229347,0.00304807,0.003692633
DIP-10919N,0.00038186,0.000550536,0.000137966,0.000594335,0.010572388,0.000357939,0.000280982,0.000271821
DIP-10920N,0.005505667,0.002443704,0.00084595,0.005123766,0.013855938,0.00324119,0.001752133,0.00227333
DIP-10921N,0.027515814,0.005391128,0.002726191,0.00807373,0.028144205,0.008519475,0.004860032,0.007651444
DIP-10923N,0.010441674,0.003614996,0.001046999,0.009160631,0.012844791,0.003542543,0.00386965,0.004847639
DIP-10924N,0,0,0,0,0,0,0,0
DIP-10928N,0.2457299,0.071961919,0.126540715,0.18242695,0.141474918,0.258050338,0.150499678,0.219089013
DIP-10929N,0.2457299,0.071961919,0.126540715,0.18242695,0.141474918,0.258050338,0.150499678,0.219089013
DIP-10931N,0.2457299,0.071961919,0.126540715,0.18242695,0.141474918,0.258050338,0.150499678,0.219089013
DIP-10932N,0.2457299,0.071961919,0.126540715,0.18242695,0.141474918,0.258050338,0.150499678,0.219089013
DIP-10934N,0,0,0,0,0,0,0,0
DIP-10935N,0,0,0,0,0,0,0,0
DIP-10936N,0,0,0,0,0,0,0,0
DIP-10938N,0.050934461,0.01127287,0.004442143,0.006720871,0.077658282,0.020223554,0.009761731,0.008766006
DIP-10939N,0.050934461,0.01127287,0.004442143,0.006720871,0.077658282,0.020223554,0.009761731,0.008766006
DIP-10940N,0.050934461,0.01127287,0.004442143,0.006720871,0.077658282,0.020223554,0.009761731,0.008766006
DIP-10941N,0.050934461,0.01127287,0.004442143,0.006720871,0.077658282,0.020223554,0.009761731,0.008766006
DIP-10942N,0.022739437,0.005753471,0.002330446,0.007670722,0.020276547,0.006964019,0.004180547,0.004132814
DIP-10945N,0.007790566,0.002022375,0.001118251,0.004979931,0.004162498,0.001514661,0.001264955,0.004577699
DIP-10946N,0.020197878,0.005714147,0.001833496,0.00468412,0.013194941,0.003713617,0.004637811,0.003284431
DIP-10947N,0,0,0,0,0,0,0,0
DIP-10950N,0,0,0,0,0,0,0,0
DIP-10955N,0.002607289,0.002822899,0.001592963,0.010140334,0.006477776,0.00138833,0.00365277,0.003951287
DIP-10956N,0.002607289,0.002822899,0.001592963,0.010140334,0.006477776,0.00138833,0.00365277,0.003951287
DIP-10958N,0.008291365,0.003797571,0.001515357,0.010356085,0.00985065,0.005870463,0.004599349,0.00764392
DIP-10959N,0,0,0,0,0,0,0,0
DIP-10960N,0,0,0,0,0,0,0,0
DIP-10967N,0.011762533,0.005908894,0.002028191,0.008646354,0.01514935,0.007943088,0.005966868,0.004287066
DIP-10968N,0.003442998,0.00144656,0.000158389,0.003518518,0.003815921,0.000403997,0.000439102,0.000573741
DIP-10970N,0,0,0,0,0,0,0,0
DIP-10971N,0.003521248,0.001031786,0.000565479,0.003849609,0.007831928,0.001327796,0.001691236,0.001791764
DIP-10972N,0.002954718,0.001139459,0.000486966,0.003838753,0.006824353,0.000892216,0.000795938,0.001085405
DIP-10974N,0.005496277,0.003299468,0.001540772,0.006640813,0.009832785,0.004222891,0.002863242,0.005040453
DIP-10976N,0,0,0,0,0,0,0,0
DIP-10978N,0.004745077,0.001419408,0.000685746,0.003165716,0.008242818,0.002235803,0.003792727,0.00190275
DIP-10981N,0,0,0,0,0,0,0,0
DIP-10982N,0.011762533,0.005908894,0.002028191,0.008646354,0.01514935,0.007943088,0.005966868,0.004287066
DIP-10983N,0.00059157,0.000706895,0.000291816,0.004580994,0.00044662,0.000482954,0.00051923,0.002960878
DIP-10985N,0.004522847,0.001268666,0.000616309,0.002582237,0.004344719,0.001458075,0.000378204,0.000229496
DIP-10989N,0.006867216,0.004336872,0.00200323,0.006366713,0.009593397,0.004851916,0.004899562,0.005054562
DIP-10993N,0.011358764,0.006590509,0.003083813,0.009664051,0.017253823,0.005476993,0.006424132,0.005939627
DIP-10996N,0,0,0,0,0,0,0,0
DIP-10997N,0.007280376,0.003816297,0.003050683,0.010898857,0.013034157,0.005996794,0.004333324,0.006727816
DIP-10998N,0.037162469,0.007580162,0.003091982,0.007137449,0.046091182,0.010514458,0.006558747,0.004762048
DIP-10999N,0.037162469,0.007580162,0.003091982,0.007137449,0.046091182,0.010514458,0.006558747,0.004762048
DIP-11001N,0,0,0,0,0,0,0,0
DIP-11002N,0,0,0,0,0,0,0,0
DIP-11005N,0.305647456,0.029414326,0.002094451,0.011786289,1,0.015536132,0.002660251,0.009633201
DIP-11006N,0,0,0,0,0,0,0,0
DIP-11007N,0.055698318,0.013295245,0.008043782,0.020670106,0.070351579,0.022938363,0.022282004,0.013873239
DIP-11008N,0.05207065,0.005106498,0.001874341,0.004477867,0.052376018,0.008847147,0.004427341,0.002788756
DIP-11009N,0,0,0,0,0,0,0,0
DIP-1100N,0.00069173,0.001249004,0.000783774,0.00516583,0.001918679,0.001148826,0.001081194,0.000933975
DIP-11010N,0,0,0,0,0,0,0,0
DIP-11011N,0.01742157,0.009244877,0.00460507,0.008809186,0.013069887,0.011929107,0.009157032,0.009223117
DIP-11012N,0.01742157,0.009244877,0.00460507,0.008809186,0.013069887,0.011929107,0.009157032,0.009223117
DIP-11013N,0.010914304,0.004462334,0.00182805,0.008141577,0.013991711,0.004522928,0.000652776,0.0052201
DIP-11014N,0.018930229,0.002808855,0.002513795,0.013761978,0.0184329,0.005946788,0.007908103,0.010157092
DIP-11015N,0.002353759,0.002374418,0.001388283,0.007305708,0.004927112,0.002389769,0.003447642,0.003496997
DIP-11016N,0.008203725,0.002669348,0.001397814,0.006673379,0.006606403,0.002683227,0.002461533,0.00372179
DIP-11017N,0.007599636,0.002025184,0.001042007,0.006017982,0.005681006,0.001439652,0.00148504,0.001598009
DIP-11019N,0,0,0,0,0,0,0,0
DIP-1101N,0.001117409,0.000961565,0.000713883,0.003146719,0.002461769,0.00065008,0.00066987,0.000753387
DIP-11022N,0.020611038,0.006508116,0.002806973,0.017239788,0.035629556,0.006270512,0.005542723,0.007807577
DIP-11024N,0.0173308,0.00503534,0.001559379,0.006674736,0.041339145,0.0070614,0.003677343,0.003981384
DIP-11027N,0.002607289,0.002822899,0.001592963,0.010140334,0.006477776,0.00138833,0.00365277,0.003951287
DIP-11029N,0.010704594,0.002847242,0.001282539,0.004671908,0.012223096,0.002760868,0.002445508,0.003985147
DIP-11030N,0,0,0,0,0,0,0,0
DIP-11031N,0.009023785,0.005830246,0.002710306,0.00777792,0.012812634,0.00764963,0.007251053,0.003072805
DIP-11033N,0.011577863,0.002581337,0.001685545,0.005140049,0.009907818,0.003660979,0.004168795,0.005209754
DIP-11034N,0,0,0,0,0,0,0,0
DIP-11035N,0.011577863,0.002581337,0.001685545,0.005140049,0.009907818,0.003660979,0.004168795,0.005209754
DIP-11042N,0.00051645,0.000312719,0.0003313,0.000352802,0.003208518,0.000336884,0.000322649,0.000518248
DIP-11043N,0.238083314,0.10701268,0.029738486,0.066899335,0.249967843,0.098722737,0.061563971,0.086015023
DIP-11045N,0,0,0,0,0,0,0,0
DIP-11046N,0.002607289,0.002822899,0.001592963,0.010140334,0.006477776,0.00138833,0.00365277,0.003951287
DIP-11056N,0.319306768,0.128908638,0.049370053,0.072073307,0.33941332,0.206107071,0.115783941,0.072178465
DIP-11058N,0.013455862,0.00286035,0.00139146,0.005811729,0.014524082,0.003988651,0.003940163,0.004451664
DIP-11059N,0.003098698,0.00094752,0.001076952,0.004571495,0.003744462,0.001214624,0.001716877,0.002750193
