,B6N
519,712.91791
520,401.70509799999996
521,0.0
522,0.0
523,2473.562175
524,0.0
525,0.0
526,0.0
527,0.0
528,0.0
529,1684.9353
530,0.0
531,1352.0
532,0.0
533,6599.811925
534,0.0
535,0.0
536,10070.0
537,0.0
538,16952.027000000002
539,0.0
540,0.0
541,6211.48185
542,0.0
543,38781.239259999995
544,15877.7082
545,1083.4840479999998
546,359.99755719999996
547,1257.62428
548,85.38831400000001
549,913.259108
550,0.0
551,433.313695
552,2706.631598
553,0.0
554,0.0
555,0.0
556,0.0
557,549.98385
558,20285.7465
559,0.0
560,330.7913625
561,0.0
562,0.0
563,0.0
564,0.0
565,0.0
566,851.7813265
567,709.68165
568,0.0
569,2682.43476
570,0.0
571,0.0
572,316.2289725
573,0.0
574,0.0
575,3331.1998249999997
576,0.0
577,0.0
578,0.0
579,2854.9997599999997
580,0.7041150999999999
581,5903.95122
582,0.0
583,0.0
584,0.0
585,0.0
586,0.0
587,0.0
588,0.0
589,0.0
590,0.0
591,6783.767865
592,0.0
593,0.0
594,93.827002
595,0.0
596,801.244975
597,0.0
598,0.0
599,0.0
600,32971.3962
601,0.0
602,803.421107
603,0.0
604,0.0
605,776.2374833333333
606,0.0
607,103.124415
608,0.0
609,0.0
610,0.0
611,0.0
612,9994.3356
613,0.0
614,0.0
615,0.0
616,0.0
617,0.0
618,0.0
619,0.0
620,455.980136
621,1149.15994
622,0.0
623,0.0
624,0.0
625,0.0
626,116.10924
627,0.0
628,0.0
629,0.0
630,0.0
631,0.0
632,7622.68685
633,0.0
634,0.0
635,0.0
636,11334.4385
637,0.0
638,8043.8663
639,0.0
640,6015.7369499999995
641,2675.8100400000003
642,3380.2707199999995
643,2114.49584
644,0.0
645,0.0
646,165.097985
647,0.0
648,0.0
649,2997.75475
650,0.0
651,0.0
652,0.0
653,0.0
654,0.0
655,0.0
656,0.0
657,0.0
658,62.07643699999999
659,3313.0
660,96.51469
661,0.0
662,0.0
663,0.0
664,11524.61508
665,0.0
666,0.0
667,0.0
668,0.0
669,0.0
670,471.18688000000003
671,9735.472
672,245.42529799999997
673,3559.57165
674,8052.355166666667
675,0.0
676,0.0
677,0.0
678,1547.67272
679,1748.30276
680,0.0
681,0.0
682,0.0
683,0.0
684,117.02129724999999
685,0.0
686,17603.7605
687,1273.220275
688,0.0
689,0.0
690,0.0
691,4507.6528499999995
692,0.0
693,0.0
694,0.0
695,0.0
696,0.0
697,12565.0
698,0.0
699,0.0
700,0.0
701,4858.6005000000005
702,3658.5025
703,0.0
704,4510.75965
705,0.0
706,0.0
707,27753.294
708,0.0
709,0.0
710,1822.459093333333
711,172.282665
712,0.0
713,85.24126375
714,0.0
715,0.0
716,0.0
717,0.0
718,0.0
719,0.0
720,0.0
721,0.0
722,8342.35530472
723,11986.46325
724,3404.2070249999997
725,0.0
726,0.0
727,0.0
728,4931.57982
729,0.0
730,3490.5694
731,0.0
732,7197.4674749999995
733,2728.454625
734,0.0
735,0.0
736,0.0
737,3646.0532200000002
738,15301.8645
739,0.0
740,0.0
741,0.0
742,149.21327
743,0.0
744,2846.1070999999997
745,4363.001875
746,0.0
747,0.0
748,0.0
749,5940.4203449999995
750,3339.7065799999996
751,0.0
752,0.0
753,7936.545079999999
754,981.4836325
755,2730.0666
756,0.0
757,2811.04862
758,0.0
759,9213.205
760,14.00568925
761,0.0
762,0.0
763,0.0
764,0.0
765,2489.00216
766,0.0
767,0.0
768,31015.757300000005
769,0.0
770,9138.0
771,0.0
772,0.0
773,0.0
774,626.12529
775,0.0
776,0.0
777,0.0
778,0.0
779,72.562318
780,7215.029675
781,0.0
782,263.66513
783,0.0
784,0.0
785,2710.36744
786,415.73157000000003
787,0.0
788,2917.01186
789,0.0
790,0.0
791,0.0
792,0.0
793,3897.197
794,0.0
795,0.0
796,0.0
797,0.0
798,0.0
799,130.421194
800,0.0
801,0.0
802,0.0
803,0.0
804,0.0
805,0.0
806,10664.60236
807,0.0
808,304.21885
809,49.777753999999995
810,0.0
811,0.0
812,0.0
813,238.079972
814,0.0
815,0.0
816,0.0
817,0.0
818,0.0
819,0.0
820,0.0
821,529.3742406
822,0.0
823,0.0
824,0.0
825,15726.3984
826,0.0
827,0.0
828,0.0
829,0.0
830,0.0
831,0.0
832,1925.306966666667
833,27584.4612
834,0.0
835,0.0
836,0.0
837,0.0
838,0.0
839,2834.474566
840,0.0
841,0.0
842,5300.33778
843,0.0
844,0.0
845,214.19328333333337
846,0.0
847,3277.1670750000003
848,0.0
849,1213.5738250000002
850,54.086813199999995
851,0.0
852,0.0
853,3313.0
854,137.52686
855,0.0
856,0.0
857,9597.6958
858,0.0
859,0.0
860,1872.974025
861,56.76993
862,0.0
863,0.0
864,0.0
865,93994.66625000001
866,0.0
867,3412.7751000000003
868,0.0
869,0.0
870,0.0
871,2367.347188
872,0.0
873,0.0
874,75.28719849999999
875,5121.111825
876,0.0
877,0.0
878,132.24423000000002
879,0.0
880,0.0
881,6622.0
882,0.0
883,0.0
884,11766.338
885,0.0
886,0.0
887,0.0
888,2102.531004
889,0.0
890,3133.2051
891,9618.4957
892,0.0
893,0.0
894,0.0
895,0.0
896,222.88194
897,14304.872599999999
898,0.0
899,0.0
900,2519.0
901,3114.07304
902,0.0
903,0.0
904,0.0
905,0.0
906,1062.6885766666667
907,2923.8082
908,0.0
909,0.0
910,2650.8242
911,0.0
912,0.0
913,0.0
914,0.0
915,208.96770750000002
916,0.0
917,0.0
918,0.0
919,0.0
920,1504.30425
921,6880.2306
922,0.0
923,89000.10399999999
924,0.0
925,0.0
926,3313.0
927,0.0
928,0.0
929,0.0
930,2650.4
931,70.21747875
932,0.0
933,0.0
934,0.0
935,7289.2427
936,0.0
937,1440.76875
938,0.0
939,0.0
940,266.76572400000003
941,0.0
942,0.0
943,0.0
944,0.0
945,0.0
946,68.9982554
947,0.0
948,0.0
949,2750.9209800000003
950,0.0
951,0.0
952,0.0
953,0.0
954,29.6329682
955,0.0
956,0.0
957,0.0
958,1157.279425
959,0.0
960,0.0
961,0.0
962,2427.3523166666664
963,1498.175325
964,0.0
965,0.0
966,0.0
967,0.0
968,9.576700375
969,31.9187256
970,0.0
971,0.0
972,0.0
973,0.0
974,0.0
975,0.0
976,0.0
977,293.677005
978,0.0
979,0.0
980,0.0
981,165.33941424999998
982,0.0
983,0.0
984,0.0
985,4.7932891600000005
986,0.0
987,0.0
988,0.0
989,0.0
990,0.0
991,0.0
992,3250.8788
993,0.0
994,0.0
995,10347.32825
996,0.0
997,0.0
998,3313.0
999,0.0
1000,0.0
1001,33.41033325
1002,2650.4
1003,0.0
1004,11642.725292000001
1005,0.0
1006,0.0
1007,397.27581999999995
1008,0.0
1009,0.0
1010,0.0
1011,0.0
1012,0.0
1013,0.0
1014,0.0
1015,77.14761999999999
1016,0.0
1017,0.0
1018,0.0
1019,0.0
1020,0.0
1021,839.244628
1022,10877.403479999999
1023,0.0
1024,0.0
1025,0.0
1026,0.0
1027,1.6210852
1028,0.0
1029,2698.731375
1030,0.0
1031,3947.84625
1032,111.685688
1033,0.0
1034,0.0
1035,8.3900362
1036,0.0
1037,0.0
1038,2281.9082200000003
1039,0.0
1040,0.0
1041,0.0
1042,0.0
1043,0.0
1044,13330.376250000001
1045,4743.195075
1046,0.0
1047,4664.4
1048,0.0
1049,0.0
1050,2650.4
1051,0.0
1052,0.0
1053,451.5228125
1054,0.0
1055,0.0
1056,0.0
1057,0.0
1058,0.0
1059,23465.695639999998
1060,0.0
1061,3118.928675
1062,0.0
1063,0.0
1064,0.0
1065,636.141195
1066,0.0
1067,0.0
1068,0.0
1069,0.0
1070,0.0
1071,572.4741766666666
1072,1355.8315527999998
1073,0.0
1074,3383.8285
1075,0.0
1076,0.0
1077,235.43316250000004
1078,0.0
1079,67.78396975
1080,0.0
1081,0.0
1082,0.0
1083,3901.650175
1084,0.0
1085,5617.502750000001
1086,0.0
1087,0.0
1088,32658.356750000003
1089,0.0
1090,0.0
1091,0.0
1092,0.0
1093,0.0
1094,0.0
1095,0.0
1096,0.0
1097,0.0
1098,98.7415665
1099,3765.0
1100,0.0
1101,0.0
1102,14668.476
1103,0.0
1104,3918.20965
1105,1088.1416649999999
1106,0.0
1107,226.75256
1108,411.5980920800001
1109,12313.454333333333
1110,8.507788075
1111,0.0
1112,0.0
1113,0.0
1114,0.0
1115,3313.0
1116,45.883900000000004
1117,0.0
1118,0.0
1119,2682.6359
1120,0.0
1121,0.0
1122,0.0
1123,0.0
1124,0.0
1125,0.0
1126,0.0
1127,11088.070749999999
1128,0.0
1129,0.0
1130,0.0
1131,0.0
1132,7550.11975
1133,0.0
1134,4242.2016
1135,210.19324750000004
1136,2512.0
1137,0.0
1138,0.0
1139,0.0
1140,592.8616999999999
1141,0.0
1142,341.89137999999997
1143,0.0
1144,1483.978998
1145,3642.7998
1146,0.0
1147,130.895802
1148,0.0
1149,0.0
1150,0.0
1151,1550.8822
1152,2024.6404891999998
1153,352.74847
1154,0.0
1155,80.04317719999999
1156,16018.498300000001
1157,0.0
1158,1456.216225
1159,0.0
1160,0.0
1161,15735.0
1162,0.0
1163,0.0
1164,0.0
1165,0.0
1166,0.0
1167,0.0
1168,0.0
1169,2.909765
1170,0.0
1171,2626.2858833333335
1172,3313.0
1173,0.0
1174,0.0
1175,0.0
1176,0.0
1177,328.721522
1178,4345.8143
1179,0.0
1180,5580.5779999999995
1181,0.0
1182,5241.4866999999995
1183,5473.27452
1184,0.0
1185,0.0
1186,2519.0
1187,2519.0
1188,0.0
1189,0.0
1190,3528.899825
1191,0.0
1192,103.51567166666666
1193,0.0
1194,0.0
1195,0.0
1196,0.0
1197,0.0
1198,2.0
1199,0.0
1200,6622.0
1201,0.0
1202,0.0
1203,0.0
1204,0.0
1205,0.0
1206,0.0
1207,1.0
1208,1.0
1209,1.0
1210,1.0
1211,0.0
1212,0.0
1213,0.0
1214,0.0
1215,0.0
1216,657.1602499999999
1217,8508.688545
1218,12058.400475
1219,0.0
1220,0.0
1221,0.0
1222,0.0
1223,0.0
1224,0.0
1225,0.0
1226,0.0
1227,0.0
1228,0.0
1229,0.0
1230,0.0
1231,0.0
1232,0.0
1233,0.0
1234,3936.582425
1235,0.0
1236,17870.9146
1237,0.0
1238,51.56801675
1239,3560.172775
1240,0.0
1241,0.0
1242,0.0
1243,0.0
1244,0.0
1245,0.0
1246,0.0
1247,578.79865
1248,8.581821
1249,0.0
1250,0.0
1251,5712.3381666666655
1252,956.63965
1253,0.0
1254,0.0
1255,3313.0
1256,0.0
1257,0.0
1258,0.0
1259,10280.91217
1260,0.0
1261,0.0
1262,0.0
1263,0.0
1264,0.0
1265,1191.52955
1266,2650.4
1267,0.0
1268,0.0
1269,1025.543694
1270,0.0
1271,5037.07935
1272,0.0
1273,0.0
1274,0.0
1275,0.0
1276,0.0
1277,0.0
1278,12.0
1279,8.0
1280,0.0
1281,14.0
1282,0.0
1283,0.0
1284,0.0
1285,0.0
1286,0.0
1287,0.0
1288,33.91624725
1289,0.0
1290,3926.5599800000005
1291,3624.2751999999996
1292,0.0
1293,0.0
1294,805.1264275000001
1295,0.0
1296,9087.112400000002
1297,1507.2
1298,0.0
1299,0.0
1300,0.0
1301,8824.456875
1302,0.0
1303,0.0
1304,714.4304625
1305,31663.053250000004
1306,1411.937575
1307,972.05044
1308,15977.781500000001
1309,305.19307749999996
1310,196.71321
1311,3113.4803749999996
1312,2861.8929749999998
1313,0.0
1314,0.0
1315,0.0
1316,9248.4925
1317,0.0
1318,0.0
1319,0.0
1320,0.0
1321,11262.232500000002
1322,0.0
1323,0.0
1324,16110.80774
1325,0.0
1326,7831.478974999999
1327,28062.248
1328,20.55700375
1329,6394.055675
1330,22603.025999999998
1331,6349.930399999999
1332,11252.044366666669
1333,1858.8225125
1334,777.1134176666668
1335,2753.5859
1336,0.0
1337,24.094801500000003
1338,5626.51746
1339,6442.158675000001
1340,36743.090599999996
1341,21966.8516
1342,1217.69275
1343,1328.42293
1344,934.6798450000001
1345,25158.231249999997
1346,31786.761749999998
1347,5037.0
1348,14719.5914
1349,0.0
1350,0.0
1351,6341.82164
1352,0.0
1353,5234.4177279999985
1354,0.0
1355,3895.8238641999997
1356,1005.5519375
1357,5772.530639999999
1358,6258.351224999999
1359,4307.8496
1360,2779.1947200000004
1361,155.17252249999999
1362,423.3429
1363,0.0
1364,126.440276
1365,439.27983800000004
1366,4509.871825
1367,39675.11986
1368,2306.47602
1369,21.416029
1370,0.0
1371,1733.1576
1372,14691.411200000002
1373,0.0
1374,0.0
1375,0.0
1376,123349.98712000002
1377,0.0
1378,0.0
1379,4545.2387
1380,0.0
1381,0.0
1382,100.26581099999999
1383,0.0
1384,9377.173798333331
1385,0.0
1386,14653.920333333333
1387,547.44191
1388,1276.49242
1389,3313.0
1390,20422.12175
1391,0.0
1392,3337.6998249999997
1393,73.46341500000001
1394,145537.85499999998
1395,78925.85825
1396,45721.86975
1397,29605.138
1398,0.0
1399,43784.087250000004
1400,21005.83046
1401,255.2890875
1402,0.0
1403,468.11097500000005
1404,0.0
1405,0.0
1406,10081.86675
1407,13180.561825
1408,487.765975
1409,4493.757660000001
1410,94534.04574999999
1411,12550.719759999998
1412,71872.8775
1413,5063.7841875
1414,0.0
1415,0.0
1416,15767.143919999999
1417,1252.2399
1418,664.64815
1419,475.27871999999996
1420,4458.627
1421,4460.6686
1422,0.0
1423,19928.1792825
1424,265.1988333333333
1425,11466.239195
1426,0.0
1427,5412.99196
1428,13828.4235
1429,0.0
1430,0.0
1431,10633.208666666667
1432,7373.620140000001
1433,0.0
1434,3313.0
1435,2650.4
1436,11364.0565
1437,122.22865775
1438,0.0
1439,1268.0372340000001
1440,1957.6165799999999
1441,1550.9125
1442,0.0
1443,3643.129925
1444,36365.07719999999
1445,3351.0561
1446,1181.2823320000002
1447,23.2984625
1448,0.0
1449,11299.722249999999
1450,13616.045000000002
1451,673.3268
1452,0.0
1453,0.0
1454,8104.720379999999
1455,6038.26306
1456,51.2785748
1457,20165.71975
1458,9931.0
1459,4326.21089625
1460,734.4922375
1461,8254.20054675
1462,205.1708375
1463,2821.2869500000006
1464,20318.651599999997
1465,515.339122
1466,3714.4113800000005
1467,1561.59836
1468,0.0
1469,7110.221750000001
1470,2796.2654375
1471,2922.41995
1472,36217.2108
1473,2534.08892
1474,18323.718
1475,8730.1174875
1476,1611.090975
1477,29326.033400000004
1478,0.0
1479,0.0
1480,65555.77
1481,0.0
1482,0.0
1483,2273.76792
1484,147.60254750000001
1485,3865.96525
1486,6288.897800000001
1487,0.0
1488,305.3133958
1489,598.1611250000001
1490,1955.572168
1491,20.061042
1492,1058.064556
1493,0.0
1494,0.0
1495,6869.6371500000005
1496,0.0
1497,336.7188575
1498,10.7188725
1499,53754.281
1500,0.0
1501,4257.2292
1502,758.7536900000001
1503,1164.3723499999999
1504,764.5415916666666
1505,0.0
1506,0.0
1507,22968.494000000002
1508,254.98931
1509,16411.8332
1510,29352.0595
1511,0.0
1512,15196.729000000001
1513,4519.604580000001
1514,2661.68075
1515,0.0
1516,5179.48765
1517,159.6664
1518,0.0
1519,66.67095866666666
1520,0.0
1521,1964.5395
1522,0.0
1523,0.0
1524,0.0
1525,60008.1253
1526,6914.666975
1527,0.0
1528,0.0
1529,2423.2767599999997
1530,2973.880625
1531,0.0
1532,71544.057
1533,22011.014
1534,123.91032475
1535,4.583837833333334
1536,27490.791250000002
1537,0.0
1538,0.0
1539,0.0
1540,101.96612999999999
1541,58.65200625
1542,11857.500999999998
1543,23699.24925
1544,2822.6443000000004
1545,0.0
1546,0.0
1547,0.0
1548,0.0
1549,163596.65
1550,3855.8347000000003
1551,0.0
1552,0.0
1553,5618.9185
1554,0.0
1555,0.0
1556,3420.94476
1557,8325.64212
1558,0.0
1559,10600.2695
1560,6715.333333333333
1561,0.0
1562,0.0
1563,5877.6581
1564,3852.8616460000003
1565,617.481545
1566,0.0
1567,0.0
1568,0.0
1569,3583.46366
1570,91046.0925
1571,8469.45448
1572,0.0
1573,484.7419975
1574,0.0
1575,13173.306999999997
1576,2785.736275
1577,0.0
1578,0.0
1579,1351.3920249999999
1580,1907.825725
1581,0.0
1582,215.3007605
1583,0.0
1584,0.0
1585,128.43747000000002
1586,0.0
1587,9956.831280000002
1588,0.0
1589,15117.2355
1590,621.191775
1591,0.0
1592,8812.271579999999
1593,6687.41317
1594,0.0
1595,56263.988916666676
1596,4190.6474
1597,0.0
1598,20.519652
1599,14.357638599999998
1600,1728.9667366666665
1601,987.708605
1602,0.0
1603,25.131047
1604,11061.7765
1605,17983.91656
1606,7008.43835
1607,27.140602833333332
1608,3211.0242
1609,17602.6632
1610,38155.5375
1611,41916.92125
1612,0.0
1613,0.0
1614,0.0
1615,1423.5920175
1616,24942.271
1617,6830.632925
1618,5857.98468
1619,12321.98179
1620,9216.162
1621,160991.57266
1622,20141.634000000002
1623,0.0
1624,0.0
1625,292.07486
1626,2569.239774
1627,10042.792000000001
1628,7791.960725
1629,6765.461074999999
1630,10823.779
1631,0.0
1632,3367.5635
1633,0.0
1634,0.0
1635,478.80150599999996
1636,21.394172000000005
1637,531.40204
1638,0.0
1639,6664.773925
1640,0.0
1641,2355.15135
1642,0.0
1643,1683.6666666666667
1644,4641.89594
1645,0.0
1646,0.0
1647,0.0
1648,0.0
1649,4437.9577392
1650,2773.56507
1651,0.0
1652,0.0
1653,0.0
1654,2618.5912
1655,0.0
1656,0.0
1657,0.0
1658,0.0
1659,3109.3169333333335
1660,0.0
1661,0.0
1662,0.0
1663,0.0
1664,598.247875
1665,7627.26596
1666,109.534765
1667,6256.202899999999
1668,7215.712807999999
1669,15121.29025
1670,9285.3014248
1671,12416.363283333332
1672,9715.329849999998
1673,57141.820250000004
1674,802.64954
1675,836.5825
1676,8208.8706
1677,40633.5254
1678,3309.5187400000004
1679,8992.198520000002
1680,0.0
1681,12437.0
1682,27075.980000000003
1683,3563.0437600000005
1684,5643.310600000001
1685,25561.46
1686,0.0
1687,17384.758071666667
1688,40342.873
1689,0.0
1690,8.7008175
1691,2406.22515
1692,43.55507275
1693,6158.0619
1694,908.946875
1695,4052.6658500000003
1696,272.2997325
1697,1546.74594
1698,9933.0
1699,43756.3675
1700,2485.6424
1701,8160.615625
1702,773.0123249999999
1703,5145.55066
1704,4152.754666666667
1705,20421.8605
1706,2374.68686
1707,3387.397285116667
1708,15245.23075
1709,803.874804875
1710,16832.88575
1711,24063.8765
1712,24780.84125
1713,0.0
1714,8944.691271666668
1715,9947.706706
1716,20236.1788
1717,4516.924924999999
1718,3170.186925
1719,6926.324525
1720,35.485247
1721,3858.6695
1722,8925.105599999999
1723,31828.2516
1724,0.0
1725,789.4748917500001
1726,9723.170375
1727,7080.082275000001
1728,28.751596499999998
1729,17147.62923333333
1730,312.94784119999997
1731,10980.09012
1732,0.0
1733,5046.15262
1734,633.931336
1735,10115.576000000001
1736,3378.5810109999998
1737,437.574506
1738,61.524086749999995
1739,2013.3635250000002
1740,3285.703873
1741,42087.146720000004
1742,9138.472875000001
1743,7122.9899000000005
1744,2502.08455
1745,381.8035
1746,111.50934
1747,3907.7094
1748,6017.13565
1749,18556.134599999998
1750,123.72470333333335
1751,1953.7242499999998
1752,9842.7575
1753,3313.0
1754,0.0
1755,6009.835175
1756,7146.136600000001
1757,0.0
1758,0.0
1759,0.0
1760,3656.34295
1761,2489.3409666666666
1762,9933.0
1763,0.0
1764,735.2094199999999
1765,2.9018122400000004
1766,30.6547452
1767,0.0
1768,0.0
1769,624.752845
1770,1369.0217499999999
1771,499.19500600000003
1772,101.08270999999999
1773,917.471808
1774,108.02523000000001
1775,1024.59325
1776,0.0
1777,3140.5109
1778,13.510729249999997
1779,14.90334775
1780,4407.6948
1781,6978.556325
1782,24.08109225
1783,9.686286424999999
1784,0.0
1785,3132.2291800000003
1786,0.0
1787,51.68195
1788,18.43935
1789,0.0
1790,171.3714575
1791,75.60156925
1792,0.0
1793,3660.898325
1794,0.0
1795,789.918148
1796,0.0
1797,0.0
1798,0.0
1799,5132.8505000000005
1800,0.0
1801,0.0
1802,94.811126
1803,0.0
1804,94.76521125000001
1805,5629.618599999999
1806,6874.895333333334
1807,100.588868
1808,7411.671925000001
1809,857.5693538333334
1810,672.9041425
1811,1277.829788
1812,0.0
1813,0.0
1814,7548.0
1815,14.00568925
1816,1589.179125
1817,726.4156968
1818,0.0
1819,4335.4612
1820,0.0
1821,0.0
1822,12208.3345
1823,2650.4
1824,0.0
1825,249.91531750000001
1826,24.6998065
1827,4749.839599999999
1828,1342.0094
1829,43.9011974
1830,3019.94525
1831,7155.959774999999
1832,0.0
1833,0.0
1834,2487.80568
1835,0.0
1836,0.0
