,DC
2137,0.0
2138,80.0
2139,2.0
2140,2.0
2141,13.2
2142,3.0
2143,4.0
2144,1.0
2145,1.75
2146,1.0
2147,0.0
2148,2.0
2149,22.2
2150,4.4
2151,1.8
2152,4.0
2153,1.0
2154,0.0
2155,1.0
2156,1.6
2157,0.0
2158,2.0
2159,1.0
2160,25.8
2161,1.0
2162,0.0
2163,2.8
2164,12.6
2165,1.0
2166,10.8
2167,7.4
2168,0.0
2169,1.0
2170,6.6
2171,2.0
2172,29.2
2173,1.0
2174,2.0
2175,9.6
2176,1.0
2177,0.0
2178,1.0
2179,0.0
2180,3.4
2181,1.0
2182,2.8
2183,6.2
2184,8.0
2185,2.0
2186,2.6
2187,3.0
2188,0.0
2189,5.0
2190,46.0
2191,2.0
2192,9.4
2193,2.0
2194,12.8
2195,0.0
2196,7.0
2197,17.0
2198,5.0
2199,0.0
2200,1.0
2201,7.4
2202,1.0
2203,2.0
2204,2.8
2205,35.2
2206,1.0
2207,14.2
2208,4.8
2209,4.8
2210,1.0
2211,36.2
2212,2.8
2213,1.0
2214,10.2
2215,3.0
2216,1.8
2217,2.8
2218,142.8
2219,6.4
2220,1.0
2221,1.0
2222,7.0
2223,13.6
2224,5.8
2225,6.4
2226,6.0
2227,5.4
2228,1.8
2229,1.0
2230,2.0
2231,6.0
2232,2.8
2233,1.75
2234,20.4
2235,2.0
2236,32.6
2237,1.8
2238,5.8
2239,0.0
2240,23.2
2241,19.0
2242,0.0
2243,2.0
2244,2.0
2245,2.0
2246,1.25
2247,6.0
2248,5.0
2249,1.0
2250,8.4
2251,1.0
2252,5.6
2253,1.0
2254,18.4
2255,1.8
2256,2.6
2257,7.6
2258,1.0
2259,4.2
2260,31.6
2261,21.8
2262,2.0
2263,3.0
2264,8.8
2265,15.2
2266,5.8
2267,6.8
2268,4.0
2269,0.0
2270,3.0
2271,12.0
2272,11.2
2273,2.0
2274,2.4
2275,8.4
2276,4.8
2277,3.8
2278,15.2
2279,7.0
2280,14.2
2281,1.0
2282,1.6
2283,6.6
2284,5.2
2285,2.0
2286,2.2
2287,4.4
2288,31.8
2289,2.0
2290,10.2
2291,22.6
2292,1.0
2293,0.0
2294,4.4
2295,2.8
2296,3.8
2297,2.0
2298,2.0
2299,2.0
2300,0.0
2301,0.0
2302,0.0
2303,0.0
2304,0.0
2305,7.2
2306,1.0
2307,1.2
2308,15.6
2309,3.6
2310,2.0
2311,11.6
2312,4.6
2313,1.0
2314,5.0
2315,1.0
2316,1.0
2317,1.0
2318,1.0
2319,32.8
2320,2.0
2321,0.0
2322,0.0
2323,1.0
2324,21.4
2325,4.2
2326,3.6
2327,0.0
2328,2.4
2329,6.6
2330,0.0
2331,1.0
2332,1.0
2333,3.0
2334,1.6
2335,1.0
2336,6.0
2337,11.8
2338,83.4
2339,1.0
2340,11.4
2341,1.2
2342,1.0
2343,1.0
2344,2.0
2345,1.0
2346,5.6
2347,22.4
2348,2.0
2349,3.2
2350,2.0
2351,5.2
2352,2.6
2353,1.0
2354,4.6
2355,1.0
2356,2.0
2357,0.0
2358,0.0
2359,1.6
2360,2.6
2361,62.8
2362,5.0
2363,5.0
2364,0.0
2365,2.0
2366,20.4
2367,6.4
2368,8.0
2369,3.0
2370,1.0
2371,3.4
2372,16.6
2373,4.8
2374,1.6
2375,2.6
2376,8.0
2377,0.0
2378,0.0
2379,6.6
2380,1.0
2381,1.0
2382,1.6
2383,0.0
2384,4.6
2385,3.0
2386,22.0
2387,25.2
2388,0.0
2389,2.2
2390,1.0
2391,1.0
2392,1.0
2393,5.0
2394,10.4
2395,20.0
2396,3.2
2397,10.4
2398,1.0
2399,3.6
2400,8.6
2401,5.0
2402,4.2
2403,9.8
2404,2.6
2405,4.6
2406,1.0
2407,3.6
2408,1.0
2409,3.0
2410,2.0
2411,5.2
2412,5.6
2413,11.4
2414,2.6
2415,2.0
2416,25.6
2417,7.0
2418,1.0
2419,1.4
2420,1.0
2421,1.0
2422,1.0
2423,1.0
2424,3.6
2425,3.0
2426,21.6
2427,10.2
2428,31.6
2429,1.0
2430,5.8
2431,14.8
2432,2.4
2433,6.6
2434,4.2
2435,2.0
2436,1.0
2437,3.0
2438,13.6
2439,1.0
2440,1.0
2441,10.4
2442,2.0
2443,1.3333333333333333
2444,1.0
2445,0.0
2446,0.0
2447,0.0
2448,0.0
2449,0.0
2450,9.6
2451,8.8
2452,14.0
2453,2.0
2454,8.6
2455,9.6
2456,5.0
2457,23.2
2458,2.0
2459,1.8
2460,1.0
2461,1.0
2462,2.0
2463,1.0
2464,3.2
2465,4.4
2466,1.0
2467,3.6
2468,5.0
2469,1.2
2470,1.0
2471,8.6
2472,0.0
2473,1.0
2474,1.0
2475,0.0
2476,2.0
2477,1.0
2478,1.0
2479,0.0
2480,1.0
2481,7.0
2482,2.0
2483,0.0
2484,0.0
2485,4.6
2486,13.6
2487,9.6
2488,9.2
2489,2.0
2490,47.8
2491,0.0
2492,6.0
2493,8.8
2494,5.2
2495,14.8
2496,2.8
2497,1.6
2498,4.8
2499,58.6
2500,1.8
2501,2.0
2502,2.0
2503,9.0
2504,4.4
2505,8.2
2506,3.0
2507,1.0
2508,16.4
2509,23.0
2510,2.0
2511,4.0
2512,6.4
2513,11.8
2514,1.0
2515,1.0
2516,6.4
2517,1.0
2518,12.2
2519,2.0
2520,2.0
2521,17.25
2522,7.2
2523,5.0
2524,1.0
2525,2.2
2526,9.8
2527,12.2
2528,2.8
2529,1.8
2530,12.6
2531,3.0
2532,3.2
2533,3.0
2534,3.0
2535,18.8
2536,1.0
2537,3.4
2538,24.6
2539,5.4
2540,2.0
2541,2.0
2542,13.8
2543,1.8
2544,20.6
2545,1.2
2546,2.0
2547,8.2
2548,11.6
2549,0.0
2550,2.6
2551,4.2
2552,3.0
2553,3.0
2554,3.6
2555,28.8
2556,3.2
2557,10.8
2558,6.2
2559,12.0
2560,1.2
2561,1.0
2562,36.0
2563,2.0
2564,1.0
2565,27.4
2566,3.8
2567,1.4
2568,1.0
2569,22.4
2570,2.8
2571,5.4
2572,13.6
2573,5.2
2574,20.4
2575,1.6
2576,0.0
2577,7.0
2578,28.4
2579,0.0
2580,1.0
2581,4.0
2582,1.0
2583,38.8
2584,0.0
2585,32.4
2586,1.0
2587,31.4
2588,1.0
2589,1.0
2590,1.0
2591,2.0
2592,3.4
2593,28.6
2594,1.0
2595,7.2
2596,14.25
2597,1.0
2598,2.0
2599,0.0
2600,1.0
2601,1.0
2602,4.75
2603,3.0
2604,4.25
2605,7.0
2606,3.8
2607,1.0
2608,25.0
2609,1.0
2610,1.75
2611,1.0
2612,1.0
2613,1.0
2614,8.2
2615,1.6
2616,1.0
2617,3.8
2618,3.6
2619,1.0
2620,1.8
2621,7.4
2622,1.0
2623,1.0
2624,10.8
2625,1.0
2626,3.0
2627,1.0
2628,1.0
2629,1.0
2630,4.0
2631,6.0
2632,2.0
2633,1.0
2634,20.2
2635,1.0
2636,1.0
2637,1.0
2638,1.0
2639,1.0
2640,13.4
2641,1.4
2642,15.2
2643,1.0
2644,0.0
2645,7.8
2646,0.0
2647,2.6
2648,1.0
2649,19.0
2650,0.0
2651,1.3333333333333333
2652,3.0
2653,1.0
2654,2.0
2655,1.0
2656,0.0
2657,1.0
2658,7.0
2659,1.0
2660,4.0
2661,5.0
2662,7.0
2663,0.0
2664,0.0
2665,0.0
2666,3.0
2667,8.0
2668,1.0
2669,0.0
2670,6.0
2671,3.0
2672,15.8
2673,0.0
2674,14.5
2675,16.4
2676,1.5
2677,1.0
2678,1.0
2679,2.0
2680,8.2
2681,0.0
2682,15.2
2683,1.6
2684,2.0
2685,1.0
2686,53.0
2687,1.8
2688,0.0
2689,1.5
2690,0.0
2691,0.0
2692,0.0
2693,3.6
2694,1.6
2695,3.0
2696,5.8
2697,1.0
2698,24.4
2699,1.2
2700,1.2
2701,4.2
2702,1.0
2703,12.4
2704,4.0
2705,0.0
2706,71.0
2707,0.0
2708,1.0
2709,2.2
2710,8.0
2711,1.0
2712,7.4
2713,13.4
2714,1.8
2715,2.6
2716,3.0
2717,3.8
2718,5.0
2719,2.6
2720,7.0
2721,2.8
2722,8.0
2723,17.2
2724,10.0
2725,8.2
2726,23.6
2727,1.8
2728,25.0
2729,2.0
2730,4.0
2731,10.6
2732,1.0
2733,0.0
2734,5.0
2735,25.8
2736,30.8
2737,1.0
2738,1.0
2739,13.6
2740,8.8
2741,2.0
2742,3.0
2743,2.0
2744,4.0
2745,16.8
2746,214.8
2747,3.4
2748,17.4
2749,3.25
2750,1.0
2751,0.0
2752,1.0
2753,0.0
2754,1.0
2755,2.0
2756,4.0
2757,1.0
2758,2.6
2759,2.4
2760,1.0
2761,1.6
2762,6.0
2763,9.8
2764,13.6
2765,3.6
2766,4.2
2767,1.6
2768,12.5
2769,2.0
2770,1.0
2771,48.6
2772,1.0
2773,1.0
2774,1.0
2775,1.0
2776,1.8
2777,1.4
2778,1.0
2779,4.0
2780,8.0
2781,1.0
2782,4.0
2783,2.0
2784,1.8
2785,2.0
2786,15.2
2787,2.0
2788,4.2
2789,3.8
2790,1.8
2791,11.2
2792,1.4
2793,1.8
2794,1.0
2795,1.0
2796,0.0
2797,1.0
2798,1.0
2799,4.0
2800,2.0
2801,1.6
2802,2.0
2803,27.2
2804,1.0
2805,1.0
2806,3.8
2807,7.4
2808,20.6
2809,7.0
2810,4.6
2811,4.8
2812,13.8
2813,8.4
2814,8.0
2815,2.0
2816,5.0
2817,1.0
2818,14.8
2819,3.0
2820,2.6
2821,4.0
2822,13.0
2823,7.8
2824,0.0
2825,4.8
2826,0.0
2827,4.8
2828,1.4
2829,1.0
2830,0.0
2831,17.2
2832,2.0
2833,0.0
2834,1.0
2835,1.0
2836,10.4
2837,1.2
2838,1.0
2839,4.2
2840,1.0
2841,4.0
2842,1.0
2843,2.2
2844,1.0
2845,4.0
2846,1.0
2847,1.0
2848,7.0
2849,7.0
2850,2.6
2851,16.0
2852,15.4
2853,8.0
2854,2.6
2855,1.6
2856,2.8
2857,17.8
2858,1.0
2859,21.8
2860,0.0
2861,1.0
2862,2.0
2863,2.4
2864,9.8
2865,4.0
2866,1.0
2867,1.0
2868,3.4
2869,3.0
2870,7.0
2871,19.4
2872,5.6
2873,1.0
2874,10.8
2875,1.0
2876,1.0
2877,4.6
2878,3.0
2879,2.8
2880,4.0
2881,0.0
2882,30.4
2883,1.8
2884,2.0
2885,5.8
2886,1.0
2887,16.0
2888,21.8
2889,1.0
2890,1.0
2891,1.0
2892,15.6
2893,1.8
2894,3.6
2895,1.0
2896,3.8
2897,3.8
2898,0.0
2899,4.8
2900,3.2
2901,4.8
2902,3.6
2903,2.0
2904,1.0
2905,0.0
2906,8.2
2907,1.8
2908,38.4
2909,23.2
2910,1.0
2911,1.0
2912,8.4
2913,1.0
2914,1.0
2915,16.6
2916,1.2
2917,2.0
2918,3.75
2919,6.2
2920,13.0
2921,12.4
2922,4.8
2923,1.0
2924,1.0
2925,1.0
2926,2.0
2927,45.0
2928,2.0
2929,17.8
2930,4.0
2931,2.4
2932,2.8
2933,1.8
2934,14.0
2935,1.0
2936,1.0
2937,1.0
2938,10.8
2939,1.0
2940,2.6
2941,1.0
2942,9.6
2943,7.0
2944,24.6
2945,4.4
2946,2.2
2947,2.0
2948,2.0
2949,2.0
2950,2.0
2951,1.0
2952,4.0
2953,5.0
2954,2.0
2955,1.0
2956,1.0
2957,1.0
2958,2.8
2959,4.6
2960,1.0
2961,3.4
2962,10.4
2963,1.0
2964,2.6
2965,8.8
2966,1.0
2967,7.4
2968,2.2
2969,1.0
2970,12.6
2971,3.8
2972,5.4
2973,2.0
2974,1.0
2975,3.2
2976,7.2
2977,3.8
2978,8.6
2979,2.8
2980,4.8
2981,1.4
2982,0.0
2983,0.0
2984,1.0
2985,1.0
2986,1.6
2987,2.8
2988,1.0
2989,2.0
2990,13.0
2991,15.2
2992,1.0
2993,2.0
2994,2.8
2995,1.0
2996,1.0
2997,10.0
2998,2.0
2999,6.2
3000,0.0
3001,3.0
3002,1.0
3003,7.0
3004,5.0
3005,4.8
3006,1.0
3007,2.0
3008,5.0
3009,40.4
3010,4.0
3011,7.0
3012,9.0
3013,6.2
3014,1.8
3015,1.0
3016,5.0
3017,1.0
3018,19.6
3019,6.0
3020,3.0
3021,2.6
3022,1.0
3023,1.0
3024,1.0
3025,0.0
3026,15.8
3027,0.0
3028,3.4
3029,1.0
3030,2.6
3031,1.0
3032,4.6
3033,12.4
3034,1.0
3035,4.6
3036,1.0
3037,4.0
3038,1.0
3039,1.0
3040,1.25
3041,1.0
3042,1.0
3043,6.0
3044,1.0
3045,1.0
3046,0.0
3047,2.0
3048,1.0
3049,1.0
3050,0.0
3051,2.0
3052,1.0
3053,2.0
3054,1.0
3055,40.6
3056,7.0
3057,6.0
3058,1.0
3059,1.2
3060,18.6
3061,1.0
3062,7.0
3063,1.0
3064,2.0
3065,1.0
3066,4.0
3067,2.0
3068,4.8
3069,0.0
3070,4.8
3071,5.0
3072,2.0
3073,7.0
3074,3.0
3075,3.0
3076,3.8
3077,1.8
3078,3.0
3079,6.2
3080,4.0
3081,7.6
3082,11.0
3083,0.0
3084,2.0
3085,16.0
3086,1.6
3087,12.2
3088,1.0
3089,4.0
3090,3.6
3091,12.0
3092,1.0
3093,14.2
3094,3.2
3095,7.5
3096,5.5
3097,4.0
3098,1.6
3099,11.4
3100,1.0
3101,2.0
3102,1.0
3103,3.0
3104,3.0
3105,5.0
3106,12.4
3107,2.0
3108,1.8
3109,2.25
3110,1.0
3111,2.0
3112,4.6
3113,2.0
3114,1.0
3115,1.8
3116,5.0
3117,7.5
3118,2.0
3119,1.0
3120,1.0
3121,1.0
3122,1.0
3123,8.6
3124,0.0
3125,3.0
3126,0.0
3127,0.0
3128,6.6
3129,1.6
3130,4.0
3131,3.8
3132,9.4
3133,1.0
3134,0.0
3135,3.0
3136,2.0
3137,2.0
3138,1.0
3139,2.0
3140,10.0
3141,6.0
3142,1.0
3143,17.6
3144,11.8
3145,1.6
3146,2.0
3147,9.0
3148,19.6
3149,1.0
3150,0.0
3151,1.0
3152,2.0
3153,1.6666666666666667
3154,1.0
3155,9.8
3156,7.8
3157,1.0
3158,2.0
3159,0.0
3160,3.0
3161,1.0
3162,1.0
3163,35.0
3164,3.6
3165,1.0
3166,2.0
3167,0.0
3168,2.0
3169,6.2
3170,1.0
3171,1.2
3172,6.8
3173,3.2
3174,1.0
3175,11.6
3176,2.8
3177,1.0
3178,1.6
3179,2.8
3180,0.0
3181,1.8
3182,6.8
3183,1.0
3184,1.0
3185,9.6
3186,3.8
3187,0.0
3188,35.0
3189,2.0
3190,0.0
3191,2.0
3192,21.0
3193,6.4
3194,4.8
3195,3.6
3196,6.2
3197,7.6
3198,1.0
3199,9.0
3200,1.0
3201,3.0
3202,2.6
3203,2.0
3204,7.6
3205,2.8
3206,2.0
3207,44.6
3208,12.4
3209,4.8
3210,1.0
3211,1.0
3212,9.6
3213,6.2
3214,2.0
3215,7.6
3216,8.4
3217,3.4
3218,3.8
3219,0.0
3220,1.0
3221,13.0
3222,1.0
3223,18.8
3224,15.4
3225,22.4
3226,2.0
3227,4.0
3228,1.0
3229,2.8
3230,1.0
3231,3.8
3232,2.2
3233,1.0
3234,14.6
3235,3.2
3236,5.0
3237,0.0
3238,6.4
3239,1.0
3240,1.5
3241,5.8
3242,4.2
3243,2.0
3244,1.0
3245,2.8
3246,0.0
3247,1.2
3248,0.0
3249,2.0
3250,7.2
3251,1.0
3252,2.0
3253,34.6
3254,15.0
3255,0.0
3256,1.8
3257,1.8
3258,1.0
3259,2.8
3260,3.0
3261,0.0
3262,3.8
3263,0.0
3264,5.8
3265,1.0
3266,1.0
3267,3.8
3268,1.0
3269,2.8
3270,1.0
3271,1.6
3272,31.8
3273,9.6
3274,2.2
3275,1.0
3276,55.6
3277,2.0
3278,9.4
3279,2.0
3280,1.0
3281,7.6
3282,2.6
3283,0.0
3284,3.2
3285,75.4
3286,6.4
3287,1.0
3288,0.0
3289,17.6
3290,15.0
3291,2.0
3292,2.0
3293,10.0
3294,0.0
3295,2.0
3296,1.0
3297,1.0
3298,1.0
3299,6.0
3300,6.2
3301,6.4
3302,0.0
3303,4.6
3304,2.0
3305,6.0
3306,1.0
3307,6.4
3308,4.2
3309,10.5
3310,1.0
3311,1.0
3312,2.4
3313,1.2
3314,3.0
3315,13.8
3316,2.0
3317,1.0
3318,2.0
3319,3.0
3320,1.8
3321,0.0
3322,12.6
3323,1.0
3324,20.6
3325,4.0
3326,1.0
3327,6.8
3328,1.4
3329,3.0
3330,8.6
3331,4.0
3332,2.0
3333,5.0
3334,2.2
3335,6.2
3336,3.6
3337,4.6
3338,0.0
3339,1.0
3340,1.0
3341,0.0
3342,5.0
3343,1.0
3344,0.0
3345,1.0
3346,10.4
3347,79.2
3348,1.8
3349,16.4
3350,9.6
3351,5.0
3352,4.0
3353,0.0
3354,4.0
3355,24.8
3356,3.0
3357,2.4
3358,1.0
3359,3.8
3360,6.0
3361,16.2
3362,5.0
3363,16.8
3364,1.0
3365,1.0
3366,1.0
3367,4.8
3368,2.8
3369,2.4
3370,57.4
3371,2.0
3372,1.0
3373,36.0
3374,15.2
3375,17.6
3376,1.6
3377,54.666666666666664
3378,2.2
3379,13.0
3380,1.0
3381,1.0
3382,1.0
3383,0.0
3384,11.25
3385,5.0
3386,4.2
3387,1.0
3388,4.0
3389,61.8
3390,1.0
3391,2.0
3392,0.0
3393,3.6
3394,17.0
3395,5.0
3396,1.0
3397,1.0
3398,2.6
3399,7.6
3400,6.8
3401,8.0
3402,4.0
3403,1.4
3404,8.4
3405,2.0
3406,2.6
3407,0.0
3408,7.4
3409,4.0
3410,1.0
3411,2.0
3412,1.0
3413,0.0
3414,1.0
3415,15.6
3416,1.0
3417,14.6
3418,2.0
3419,3.0
3420,8.8
3421,13.4
3422,11.0
3423,2.0
3424,3.6
3425,1.0
3426,28.8
3427,0.0
3428,1.0
3429,1.5
3430,0.0
3431,5.4
3432,4.0
3433,2.0
3434,15.6
3435,0.0
3436,5.8
3437,3.0
3438,2.8
3439,1.0
3440,11.8
3441,1.0
3442,0.0
3443,1.0
3444,0.0
3445,10.2
3446,0.0
3447,6.4
3448,5.8
3449,29.8
3450,21.4
3451,1.0
3452,3.2
3453,2.0
3454,2.75
3455,1.0
3456,2.8
3457,7.2
3458,10.0
3459,5.8
3460,17.2
3461,1.0
3462,0.0
3463,3.0
3464,1.2
3465,0.0
3466,3.0
3467,1.0
3468,6.6
3469,1.0
3470,6.8
3471,3.0
3472,2.8
3473,5.0
3474,1.0
3475,7.2
3476,1.0
3477,6.0
3478,1.0
3479,0.0
3480,1.2
3481,1.0
3482,2.0
3483,0.0
3484,1.0
3485,4.0
3486,10.8
3487,1.4
3488,7.6
3489,2.0
3490,62.4
3491,16.8
3492,6.6
3493,4.8
3494,10.6
3495,1.0
3496,8.4
3497,7.4
3498,9.0
3499,16.6
3500,2.0
3501,4.0
3502,3.0
3503,1.0
3504,24.2
3505,7.8
3506,5.6
3507,3.8
3508,2.0
3509,23.6
3510,1.8
3511,6.4
3512,76.0
3513,1.0
3514,8.2
3515,2.8
3516,2.0
3517,18.4
3518,71.0
3519,1.8
3520,1.6
3521,4.6
3522,5.6
3523,1.0
3524,1.6
3525,1.6
3526,1.0
3527,2.8
3528,1.0
3529,4.4
3530,2.0
3531,7.6
3532,3.5
3533,2.0
3534,13.0
3535,4.0
3536,5.25
3537,1.0
3538,2.0
3539,8.8
3540,18.4
3541,1.0
3542,2.8
3543,1.0
3544,1.0
3545,2.8
3546,3.0
3547,4.6
3548,2.0
3549,0.0
3550,3.6
3551,1.0
3552,5.0
3553,7.4
3554,2.2
3555,2.0
3556,6.0
3557,1.0
3558,11.0
3559,8.0
3560,5.4
3561,0.0
3562,9.6
3563,22.0
3564,14.8
3565,3.0
3566,1.0
3567,1.0
3568,0.0
3569,1.8
3570,4.0
3571,16.6
3572,7.6
3573,2.6
3574,1.0
3575,2.0
3576,3.6
3577,116.4
3578,9.2
3579,9.2
3580,1.6
3581,6.4
3582,1.0
3583,1.0
3584,1.5
3585,7.6
3586,9.0
3587,2.0
3588,0.0
3589,1.0
3590,3.5
3591,1.0
3592,27.6
3593,3.6
3594,0.0
3595,5.4
3596,15.75
3597,1.0
3598,0.0
3599,3.0
3600,13.8
3601,2.8
3602,11.6
3603,7.0
3604,4.4
3605,2.0
3606,3.6
3607,4.4
3608,2.8
3609,2.0
3610,1.0
3611,1.0
3612,2.4
3613,23.6
3614,1.0
3615,7.8
3616,9.4
3617,2.0
3618,11.6
3619,1.0
3620,7.6
3621,3.0
3622,1.0
3623,2.0
3624,20.2
3625,18.6
3626,1.0
3627,3.0
3628,2.8
3629,1.3333333333333333
3630,4.0
3631,1.0
3632,1.4
3633,42.4
3634,1.8
3635,1.6
3636,4.0
3637,5.6
3638,0.0
3639,1.6
3640,0.0
3641,0.0
3642,15.2
3643,0.0
3644,0.0
3645,3.0
3646,1.0
3647,2.0
3648,3.0
3649,3.2
3650,5.8
3651,1.0
3652,3.4
3653,4.6
3654,6.4
3655,5.0
3656,2.6
3657,1.0
3658,1.0
3659,1.0
3660,48.0
3661,2.6
3662,2.0
3663,6.4
3664,1.0
3665,1.0
3666,0.0
3667,4.0
3668,8.8
3669,1.0
3670,0.0
3671,116.2
3672,6.0
3673,49.2
3674,9.0
3675,2.0
3676,8.6
3677,9.2
3678,4.2
3679,1.0
3680,16.6
3681,45.4
3682,18.4
3683,1.0
3684,3.0
3685,5.8
3686,21.4
3687,1.0
3688,8.0
3689,1.4
3690,2.2
3691,1.0
3692,1.0
3693,1.0
3694,3.8
3695,1.2
3696,5.0
3697,7.0
3698,2.0
3699,16.0
3700,1.0
3701,2.0
3702,1.2
3703,0.0
3704,2.0
3705,0.0
3706,3.8
3707,5.4
3708,13.4
3709,9.2
3710,1.8
3711,1.8
3712,1.0
3713,1.0
3714,1.0
3715,4.0
3716,1.0
3717,10.8
3718,5.25
3719,82.2
3720,15.8
3721,62.0
3722,0.0
3723,1.0
3724,5.6
3725,1.0
3726,23.4
3727,29.2
3728,1.0
3729,1.0
3730,2.0
3731,1.0
3732,11.6
3733,32.2
3734,4.8
3735,7.6
3736,4.8
3737,2.0
3738,0.0
3739,1.0
3740,0.0
3741,2.0
3742,11.0
3743,5.0
3744,15.0
3745,1.8
3746,1.0
3747,2.0
3748,2.4
3749,2.0
3750,8.8
3751,4.6
3752,25.6
3753,1.6
3754,2.0
3755,2.0
3756,22.8
3757,4.8
3758,3.8
3759,3.0
3760,1.0
3761,1.0
3762,10.4
3763,1.0
3764,5.0
3765,1.5
3766,1.8
3767,11.0
3768,5.2
3769,1.0
3770,6.0
3771,2.0
3772,1.0
3773,1.6
3774,1.0
3775,3.4
3776,1.8
3777,3.8
3778,1.0
3779,3.8
3780,1.8
3781,22.0
3782,3.0
3783,2.0
3784,1.0
3785,5.0
3786,10.4
3787,1.75
3788,1.0
3789,1.0
3790,11.4
3791,5.0
3792,6.8
3793,2.6
3794,14.4
3795,1.75
3796,1.4
3797,2.0
3798,34.0
3799,2.0
3800,1.0
3801,2.6
3802,1.0
3803,2.8
3804,2.4
3805,22.6
3806,22.2
3807,23.6
3808,8.0
3809,3.0
3810,1.0
3811,2.0
3812,1.0
3813,8.6
3814,4.4
3815,1.75
3816,7.0
3817,3.0
3818,2.0
3819,10.0
3820,0.0
3821,6.8
3822,4.8
3823,2.8
3824,3.4
3825,10.2
3826,14.2
3827,1.0
3828,2.8
3829,2.0
3830,19.6
3831,3.0
3832,1.6
3833,2.0
3834,7.8
3835,1.0
3836,2.0
3837,0.0
3838,3.8
3839,6.4
3840,5.6
3841,1.0
3842,1.0
3843,1.6
3844,6.8
3845,12.2
3846,2.0
3847,1.0
3848,2.4
3849,5.6
3850,1.0
3851,9.8
3852,1.0
3853,14.4
3854,2.0
3855,5.0
3856,6.0
3857,1.2
3858,1.0
3859,5.6
3860,2.0
3861,1.0
3862,10.6
3863,2.0
3864,3.8
3865,9.6
3866,1.0
3867,21.6
3868,3.25
3869,1.0
3870,3.0
3871,11.0
3872,1.8
3873,4.6
3874,3.0
3875,3.8
3876,3.2
3877,3.0
3878,1.0
3879,0.0
3880,15.0
3881,0.0
3882,3.0
3883,4.0
3884,24.4
3885,15.4
3886,2.0
3887,4.0
3888,5.0
3889,3.8
3890,5.25
3891,0.0
3892,1.0
3893,1.0
3894,1.0
3895,16.4
3896,1.0
3897,1.0
3898,4.0
3899,12.6
3900,2.2
3901,6.0
3902,6.6
3903,19.4
3904,10.0
3905,4.0
3906,0.0
3907,0.0
3908,5.0
3909,4.0
3910,3.4
3911,2.8
3912,15.2
3913,0.0
3914,0.0
3915,14.6
3916,8.0
3917,4.4
3918,2.0
3919,31.8
3920,4.2
3921,1.8
3922,2.0
3923,26.6
3924,10.6
3925,0.0
3926,1.4
3927,0.0
3928,9.2
3929,1.0
3930,4.2
3931,1.0
3932,9.4
3933,2.6
3934,11.6
3935,1.0
3936,1.0
3937,12.6
3938,7.6
3939,7.0
3940,0.0
3941,1.0
3942,1.0
3943,13.8
3944,3.0
3945,13.5
3946,4.2
3947,4.0
3948,46.6
3949,2.0
3950,1.0
3951,33.8
3952,0.0
3953,1.5
3954,5.0
3955,1.8
3956,18.8
3957,1.0
3958,2.0
3959,0.0
3960,3.0
3961,9.2
3962,4.0
3963,6.8
3964,1.0
3965,0.0
3966,2.6
3967,16.8
3968,14.4
3969,10.0
3970,1.0
3971,17.0
3972,13.2
3973,6.8
3974,19.2
3975,11.0
3976,30.8
3977,2.6
3978,2.0
3979,2.8
3980,3.2
3981,5.0
3982,1.0
3983,12.8
3984,9.6
3985,7.0
3986,0.0
3987,1.4
3988,15.6
3989,17.8
3990,1.0
3991,29.4
3992,3.0
3993,11.0
3994,11.4
3995,30.6
3996,0.0
3997,2.4
3998,1.0
3999,5.0
4000,1.5
4001,5.0
4002,11.0
4003,9.2
4004,1.0
4005,7.666666666666667
4006,4.4
4007,19.2
4008,1.0
4009,1.8
4010,13.0
4011,1.0
4012,2.8
4013,11.0
4014,0.0
4015,0.0
4016,1.0
4017,1.0
4018,1.0
4019,1.8
4020,1.0
4021,2.0
4022,16.8
4023,1.2
4024,3.0
4025,6.4
4026,4.0
4027,7.6
4028,2.0
4029,2.8
4030,1.0
4031,1.2
4032,1.0
4033,33.8
4034,1.0
4035,2.0
4036,1.0
4037,5.6
4038,3.0
4039,0.0
4040,3.0
4041,10.0
4042,0.0
4043,16.4
4044,4.4
4045,1.0
4046,3.6
4047,1.0
4048,10.4
4049,12.6
4050,8.6
4051,0.0
4052,3.0
4053,3.0
4054,154.2
4055,0.0
4056,1.0
4057,2.4
4058,1.0
4059,2.0
4060,3.0
4061,1.0
4062,4.2
4063,6.2
4064,1.0
4065,1.6
4066,0.0
4067,7.4
4068,20.4
4069,2.0
4070,3.4
4071,1.0
4072,1.0
4073,1.0
4074,6.6
4075,1.6
4076,6.6
4077,5.2
4078,6.8
4079,1.0
4080,1.0
4081,1.0
4082,5.0
4083,2.4
4084,1.0
4085,5.6
4086,1.0
4087,2.4
4088,0.0
4089,9.8
4090,10.8
4091,2.0
4092,10.6
4093,2.8
4094,4.8
4095,1.0
4096,22.6
4097,3.0
4098,4.6
4099,3.0
4100,1.0
4101,2.0
4102,6.8
4103,29.4
4104,1.0
4105,3.0
4106,2.0
4107,23.6
4108,6.0
4109,2.0
4110,2.0
4111,1.0
4112,2.0
4113,7.4
4114,0.0
4115,5.4
4116,7.0
4117,8.4
4118,15.2
4119,1.0
4120,5.2
4121,2.6
4122,2.8
4123,9.4
4124,2.6
4125,2.8
4126,1.0
4127,1.0
4128,2.0
4129,0.0
4130,1.0
4131,5.8
